annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;numero_jokerplus;devise;
2009049;VE;20091204;20100203;25;30;19;18;44;3;1;-18-19-25-30-44-;-1-3-;0;0;0;0;15;216936,8;1;8;115430,9;19;118;5589,8;286;1442;304,9;481;2371;129,8;982;4738;92,8;15305;74204;30,2;15386;71906;26,9;23241;113980;18,1;84326;387098;11,4;237369;1117681;9,4;8 141 975;eur;
2009048;VE;20091127;20100127;33;15;13;5;8;8;9;-5-8-13-15-33-;-8-9-;0;0;0;2;11;286554,2;6;17;52618,4;29;112;5704,8;787;3032;140,4;1042;4438;67,1;970;4792;88,8;25560;106891;20,3;13302;63256;29,6;37174;170027;11,7;62380;304099;14,1;288652;1294194;7,8;8 064 843;eur;
2009047;VE;20091120;20100120;47;9;28;5;43;2;9;-5-9-28-43-47-;-2-9-;0;1;15000000;1;7;457717,1;2;6;151541,5;22;97;6695,5;352;1462;296,1;475;2308;131,3;1145;4938;87,6;16354;73210;30,1;17025;71957;26,4;23155;108475;18,7;87990;377636;11,5;247732;1104577;9,4;8 817 133;eur;
2009046;VE;20091113;20100113;15;25;32;26;13;4;3;-13-15-25-26-32-;-3-4-;1;1;16569317;3;10;383165,4;9;14;77668,6;31;151;5143,6;595;2358;219,5;814;3213;112,8;1879;6834;75,7;27392;106213;24,8;27888;94893;24;38726;146854;16,5;144406;478868;10,9;431193;1525553;8,1;6 805 243;eur;
2009045;VE;20091106;20100106;19;43;45;34;11;5;9;-11-19-34-43-45-;-5-9-;0;2;51099838;4;9;582616;4;15;99202,1;44;210;5061,3;704;2811;252;1058;4035;122,9;2350;9374;75,5;29410;123556;29,2;33723;140925;22,1;41212;175436;18,9;183477;764320;9,3;430417;1823886;9,3;0 742 572;eur;
2009044;VE;20091030;20091230;35;9;33;38;40;6;2;-9-33-35-38-40-;-2-6-;0;0;0;2;6;726533,1;2;17;72768,8;37;170;5197,7;494;2188;269,2;720;3095;133,2;1614;7426;79,3;20555;94434;31,8;24807;114987;22,5;31665;143309;19,3;139599;631541;9,4;312646;1428357;9,8;9 025 342;eur;
2009043;VE;20091023;20091223;20;6;18;29;31;8;2;-6-18-20-29-31-;-2-8-;0;0;0;3;9;421893,4;2;15;71835,9;49;191;4029,6;515;2372;216,3;862;3764;95,4;1962;8236;62,3;22087;95673;27,3;27479;112041;20,1;36088;154285;15,6;140398;578532;8,9;304622;1313613;9,3;9 123 784;eur;
2009042;VE;20091016;20091216;23;30;31;47;12;3;4;-12-23-30-31-47-;-3-4-;0;0;0;1;7;502578,6;0;4;249591,4;20;126;5659,6;333;1889;251,6;553;2706;122,9;1171;5504;86,3;18465;88775;27,3;17666;77885;26,8;26212;123581;18;95083;416406;11,5;275921;1261030;9;1 715 118;eur;
2009041;VE;20091009;20091209;29;11;46;7;50;4;7;-7-11-29-46-50-;-4-7-;0;0;0;0;5;649417,8;1;12;76789,2;35;140;4701,3;429;1999;219,5;610;2630;116,7;1409;6307;69,5;19157;86285;25,9;19714;90134;21,4;26622;119593;17,2;96164;448466;9,8;270136;1204065;8,7;7 326 838;eur;
2009040;VE;20091002;20091202;44;29;24;23;22;5;1;-22-23-24-29-44-;-1-5-;0;0;0;1;2;1561130,3;2;12;73837,2;18;92;6879,2;276;1385;304,6;368;1876;157,4;1046;4850;86,9;14832;70820;30,3;16531;77968;23,8;20273;98939;20;99348;448196;9,5;230128;1113649;9;3 121 160;eur;
2009039;VE;20090925;20091125;6;21;18;17;34;9;3;-6-17-18-21-34-;-3-9-;0;1;15000000;1;3;1051937,6;1;12;74630,7;31;133;4809,7;447;2061;206,9;643;3058;97,6;1289;5652;75,4;19423;86645;25,1;18207;78955;23,7;28912;133940;14,9;92389;407601;10,5;265826;1187036;8,6;8 610 403;eur;
2009038;VE;20090918;20091118;30;16;41;38;6;2;4;-6-16-30-38-41-;-2-4-;1;1;100000000;4;11;545313,9;4;19;89592,8;52;212;5735,3;835;3009;269,3;1296;4764;119,1;2606;9970;81,3;35566;135433;30,5;37838;143801;24,8;54342;205448;18,5;206533;779964;10,4;513231;1969577;9,8;4 741 168;eur;
2009037;VE;20090911;20091111;42;15;12;35;43;6;4;-12-15-35-42-43-;-4-6-;0;0;0;2;5;678345,7;3;11;87501,6;25;127;5413,4;329;1467;312,4;482;2296;139,7;1320;6114;74,9;14696;71251;32,8;19294;92491;21,8;22534;109985;19,5;106933;491840;9,4;228103;1089107;10,1;2 278 566;eur;
2009036;VE;20090904;20091104;20;39;6;9;38;9;3;-6-9-20-38-39-;-3-9-;0;0;0;2;6;520670,7;2;6;147757,9;28;126;5025,7;363;1753;240,8;562;2448;120,7;1334;5710;73,9;18293;80281;26,8;18128;79865;23,2;25232;116274;17;88013;398093;10,7;253419;1135417;8,9;4 708 563;eur;
2009035;VE;20090828;20091028;37;41;49;36;8;7;5;-8-36-37-41-49-;-5-7-;0;0;0;1;8;372985,4;1;5;169355,5;19;73;8285,4;211;1067;377,9;327;1552;181,8;874;4504;89,5;10974;56610;36,3;14580;75315;23,5;15351;78059;24,2;92210;477373;8,5;174553;898915;10,7;8 939 862;eur;
2009034;VE;20090821;20091021;16;42;31;7;4;5;3;-4-7-16-31-42-;-3-5-;1;2;37570330;2;10;411410,2;4;17;68677,3;33;198;4211,8;600;2743;202,6;838;3630;107,2;2054;9932;55,9;23684;110550;25,6;28539;139151;17,5;34435;154606;16,9;151295;732551;7,6;334006;1568188;8,5;8 449 293;eur;
2009033;VE;20090814;20091014;30;5;8;49;24;9;3;-5-8-24-30-49-;-3-9-;0;0;0;1;10;356394,2;1;13;77799,1;32;128;5643,9;413;1932;249,2;564;3072;109,7;1208;5771;83,4;17687;86143;28,5;17433;82460;25,6;26479;133076;17;90297;438337;11;258827;1255434;9,2;5 026 540;eur;
2009032;VE;20090807;20091007;22;10;31;24;20;7;2;-10-20-22-24-31-;-2-7-;0;0;0;2;8;402868,6;1;13;70355,4;31;145;4505,5;532;2399;181,5;698;3484;87,5;1386;6659;65,4;18768;93580;23,7;18239;90837;21;26832;135200;15,1;90127;459982;9,5;241544;1231697;8,4;2 332 854;eur;
2009031;VE;20090731;20090930;26;9;20;21;5;6;3;-5-9-20-21-26-;-3-6-;0;0;0;2;12;250544,3;4;13;65631,1;26;139;4384,4;475;2078;195,5;756;3177;89,5;1268;6307;64,4;18548;87731;23,6;17004;88143;20,2;29372;134915;14,1;80679;429221;9,5;247252;1213269;8;2 647 658;eur;
2009030;VE;20090724;20090923;15;47;35;25;14;9;5;-14-15-25-35-47-;-5-9-;0;0;0;1;7;409166,4;1;12;67733,6;21;121;4798,1;228;1533;252,4;342;1852;146,2;1180;6718;57,6;14384;79630;24,7;15206;79356;21,4;17700;95561;19;84514;424698;9,2;193458;1016110;9,1;3 098 994;eur;
2009029;VE;20090717;20090916;17;50;8;2;32;3;7;-2-8-17-32-50-;-3-7-;0;1;57528118;0;9;393666,8;1;13;77342;58;205;3503,2;341;2021;236,9;580;3139;106,7;1591;8621;55,5;17033;87074;28;23977;121749;17,3;26557;135395;16,6;130505;646515;7,4;249007;1250408;9,1;2 096 759;eur;
2009028;VE;20090710;20090909;42;20;6;16;46;1;6;-6-16-20-42-46-;-1-6-;0;0;0;2;9;363989,3;2;13;71511,4;26;109;6092;321;1568;282,3;506;2372;130,6;1330;5975;74;15345;73509;30,7;17386;78571;24,7;22528;108482;19,1;87023;410832;10,8;217007;1034744;10,2;8 365 615;eur;
2009027;VE;20090703;20090902;29;47;46;34;21;6;8;-21-29-34-46-47-;-6-8-;0;0;0;0;4;753930,2;1;9;95090,3;13;84;7277,3;254;1213;335,9;319;1750;163;761;4073;100;11733;62187;33,4;11830;61345;29,2;18156;94256;20,3;65594;336125;12,2;178494;923233;10,5;6 384 369;eur;
2009026;VE;20090626;20090826;21;6;11;39;30;8;2;-6-11-21-30-39-;-2-8-;0;0;0;4;10;288472,9;7;18;45479,9;49;176;3322,4;473;2096;185,9;723;3226;84,5;1494;6660;58,5;16585;77160;25,7;19415;87912;19,5;28030;127888;14,3;95238;442275;8,9;215447;1031709;9;6 858 867;eur;
2009025;VE;20090619;20090819;20;17;16;4;29;7;5;-4-16-17-20-29-;-5-7-;0;1;15000000;2;7;423964,2;2;6;140366,5;43;192;3133,1;475;2138;187,5;645;2938;95,5;1650;7745;51,7;19275;89846;22,7;21461;103984;16,9;26882;121135;15,5;106822;529590;7,6;249345;1192892;8;5 159 858;eur;
2009024;VE;20090612;20090812;50;14;6;16;34;6;4;-6-14-16-34-50-;-4-6-;0;2;29430608;3;10;370043,6;1;8;131265,4;48;194;3866,4;490;1979;252,6;681;2865;122,1;1804;7767;64,3;20614;89827;28,3;24129;106785;20,6;30940;134858;17,4;121775;543229;9,2;296708;1321273;9;8 641 272;eur;
2009023;VE;20090605;20090805;35;19;40;26;11;2;5;-11-19-26-35-40-;-2-5-;0;0;0;1;8;418126,3;2;13;73019,9;26;168;4035,9;393;1964;230,1;539;2574;122,9;1606;7576;59,6;18228;86886;26,5;22270;108772;18,2;23985;115156;18,4;112951;569222;8;257766;1268831;8,5;5 573 926;eur;
2009022;VE;20090529;20090729;30;47;2;37;5;6;3;-2-5-30-37-47-;-3-6-;0;0;0;1;4;774364,7;1;13;67616;16;89;7054,6;210;1166;358,9;334;1971;148,6;756;4138;101,1;11555;59793;35,7;12915;67874;27,1;18015;93500;21;75905;396924;10,6;192269;989169;10,1;2 737 495;eur;
2009021;VE;20090522;20090722;43;4;14;33;13;6;1;-4-13-14-33-43-;-1-6-;0;0;0;2;7;421438;2;9;93020,1;25;121;4942;297;1593;250,2;454;2633;105,9;1027;5245;76;13509;74341;27,3;14417;72468;24,2;21960;125437;14,9;78211;379735;10,6;194483;1008571;9,4;6 169 285;eur;
2009020;VE;20090515;20090715;19;8;42;18;20;5;9;-8-18-19-20-42-;-5-9-;1;1;15000000;0;4;775956,8;0;7;125830,8;23;96;6553,6;324;1480;283,4;541;2190;134;1144;5383;77,9;16569;75575;28,3;17325;81928;22,5;24085;110535;17,8;94670;450724;9,3;240307;1128051;8,9;0 764 730;eur;
2009019;VE;20090508;20090708;4;29;23;31;24;9;8;-4-23-24-29-31-;-8-9-;0;1;126231764;2;17;374083,7;5;25;72188;30;190;6784,5;525;3163;271,6;870;4985;120,6;1294;8251;104,1;24484;144895;30,2;19586;121508;31,1;38593;232898;17,3;109465;656639;13,2;375687;2177349;9,4;7 325 422;eur;
2009018;VE;20090501;20090701;38;47;31;19;5;3;5;-5-19-31-38-47-;-3-5-;0;0;0;4;16;314080,9;2;26;54849,9;44;218;4672,6;497;2818;240,9;541;3578;132,8;1740;10368;65,4;20296;119527;28,9;28196;158085;18,9;27293;160853;19,8;159162;871306;7,8;318903;1782805;9,1;1 824 801;eur;
2009017;VE;20090424;20090624;21;4;24;14;41;5;8;-4-14-21-24-41-;-5-8-;0;0;0;2;13;328548,2;2;12;101006,3;35;211;4103,1;562;2915;198;754;3996;101,1;1799;9604;60;22845;120590;24,4;24670;130798;19,4;33643;171144;15,8;126920;661753;8,8;311589;1603214;8,6;0 985 421;eur;
2009016;VE;20090417;20090617;7;4;21;44;47;1;5;-4-7-21-44-47-;-1-5-;0;0;0;4;9;417239,6;3;19;56086,9;27;165;4613,2;430;2100;241,6;784;3630;97,8;1342;6793;74,7;19925;96575;26,7;20460;98178;22,7;30768;146369;16,2;105863;509638;10;287308;1405439;8,6;7 231 745;eur;
2009015;VE;20090410;20090610;37;14;9;46;16;2;4;-9-14-16-37-46-;-2-4-;0;0;0;1;3;1077922,8;1;8;114711,3;17;102;6426,4;314;1417;308,3;448;1989;153,7;1092;5004;87,3;15944;71439;31,1;17811;79351;24,2;23456;104512;19,6;98519;436641;10,1;242908;1090213;9,6;6 836 397;eur;
2009014;VE;20090403;20090603;46;24;32;20;2;1;9;-2-20-24-32-46-;-1-9-;0;0;0;1;3;1025857,4;1;7;124766,4;21;92;6780,7;300;1296;320,9;528;2333;124,7;999;4546;91,4;12186;58977;35,9;15226;69790;26,2;21104;103879;18,8;89437;397045;10,5;177461;874119;11,4;5 632 051;eur;
2009013;VE;20090327;20090527;25;42;36;33;38;6;7;-25-33-36-38-42-;-6-7-;0;0;0;3;4;735110,1;1;10;83444,9;19;95;6274;278;1295;306,8;434;1935;143,7;709;3674;108,1;12265;62647;32,3;10648;53877;32,4;18364;91862;20,3;60142;299610;13,3;184597;945576;10;7 150 941;eur;
2009012;VE;20090320;20090520;31;12;35;23;16;4;6;-12-16-23-31-35-;-4-6-;0;2;14858752;4;15;211330,7;5;18;49976,8;28;197;3261,7;346;1990;215,2;545;2960;101,3;1302;6799;63;15210;78685;27,7;17767;90020;20,9;23761;122493;16,4;94129;455110;9,5;220173;1093482;9,4;2 525 117;eur;
2009011;VE;20090313;20090513;36;42;26;12;24;1;4;-12-24-26-36-42-;-1-4-;0;0;0;5;14;264443,6;10;25;42025;38;147;5105;695;2405;208;1185;4332;80,8;1475;5189;96,4;25023;87532;29,1;21165;73712;29,8;40935;144465;16,2;114773;394979;12,7;352224;1198984;10;2 865 803;eur;
2009010;VE;20090306;20090506;13;35;25;17;19;5;6;-13-17-19-25-35-;-5-6-;1;2;50000000;3;22;312279,8;4;32;60926,2;48;270;5157,7;958;4375;212,2;1272;5898;110,1;2739;12788;72,5;44268;198786;23,8;37478;174338;23,4;61073;269960;16,1;194385;882737;10,6;624398;2744815;8,1;1 633 782;eur;
2009009;VE;20090227;20090429;9;44;5;37;45;9;6;-5-9-37-44-45-;-6-9-;0;0;0;1;6;575061,1;2;8;122394,7;15;109;6416,5;295;1513;308,1;422;2354;138,6;971;4936;94,4;15230;73760;32,2;16075;76172;26,9;21773;113332;19,3;88346;411656;11,4;241641;1143451;9,7;0 192 119;eur;
2009008;VE;20090220;20090422;13;48;9;12;14;1;2;-9-12-13-14-48-;-1-2-;0;0;0;1;3;1011119,5;2;4;215204,5;20;100;6148,7;354;1472;278,4;561;2346;122,3;998;4759;86,1;17611;73297;28,5;13613;64822;27,8;27037;116729;16,5;65287;329241;12,5;250153;1118869;8,7;3 229 059;eur;
2009007;VE;20090213;20090415;33;36;40;22;42;1;2;-22-33-36-40-42-;-1-2-;0;0;0;1;3;1104098,9;8;13;72305,8;18;72;9325,1;485;1766;253,4;737;2827;110,8;1127;4326;103,4;21802;82367;27,7;15751;59617;33;31659;123082;17;84826;320721;14;294786;1091568;9,8;3 148 845;eur;
2009006;VE;20090206;20090408;36;30;20;40;10;3;5;-10-20-30-36-40-;-3-5-;0;2;7500000;7;28;101873,7;4;34;23808,3;201;861;671,5;2458;10139;38;3504;14167;19;1517;7417;51,9;16264;78291;25,1;19425;93351;18,1;21926;103921;17,4;101424;494880;7,8;209423;999508;9,2;9 654 259;eur;
2009005;VE;20090130;20090401;4;34;35;46;29;5;8;-4-29-34-35-46-;-5-8-;1;1;28407448;0;2;1550236,1;0;9;97762,6;11;74;8492,8;200;1154;363;276;1665;176,1;842;4821;86,9;10349;58860;36,3;14360;81443;22,6;14746;83725;23,5;87669;471351;8,9;180568;965639;10,4;0 912 263;eur;
2009004;VE;20090123;20090325;36;49;33;40;32;2;8;-32-33-36-40-49-;-2-8-;0;0;0;0;4;714738,7;2;4;202831,2;18;76;7625,2;220;978;395;295;1490;181,5;833;4096;94,3;10171;50594;38,9;14091;68987;24,6;15549;78046;23,2;83751;411504;9,4;157619;814694;11,3;3 328 574;eur;
2009003;VE;20090116;20090318;50;22;17;3;49;3;6;-3-17-22-49-50-;-3-6-;0;1;15000000;1;6;493037,9;2;7;119928,1;18;135;4441,7;316;1844;216,7;452;2764;101,2;1048;5798;68,9;14861;79329;25,7;16131;82425;21,3;21561;117063;16;82359;415396;9,7;221266;1128557;8,5;5 063 255;eur;
2009002;VE;20090109;20090311;22;7;15;28;48;4;1;-7-15-22-28-48-;-1-4-;0;1;57199762;6;13;298391,2;2;14;78630,1;30;160;4914,3;437;2398;218,5;670;3972;92,3;1179;6104;85,8;20144;102092;26,1;16701;84875;27,1;33432;173783;14,1;86287;441390;11,9;285803;1407385;8,9;6 494 608;eur;
2009001;VE;20090102;20090304;48;30;29;37;36;1;6;-29-30-36-37-48-;-1-6-;0;0;0;1;5;632112;1;4;224228,9;23;91;7040,1;233;1116;382,7;330;1660;180,1;691;3806;112,2;10519;55829;39;12312;63457;29,6;15720;86517;23,2;79890;384756;11,2;168678;880120;11,6;0 196 443;eur;
2008052;VE;20081226;20090225;44;26;2;1;50;1;7;-1-2-26-44-50-;-1-7-;0;0;0;0;3;906349,4;2;5;154324,3;24;110;5010,5;286;1573;233,5;360;2034;126,4;883;4302;85,4;13470;68125;27,5;13654;63655;25,3;18968;94736;18,2;69845;321976;11,5;200480;950205;9,2;5 152 872;eur;
2008051;VE;20081219;20090218;29;50;46;28;40;5;7;-28-29-40-46-50-;-5-7-;0;0;0;3;8;356887;0;3;270076,7;16;97;5966,3;176;1042;370,2;292;1581;170,8;918;4757;81,1;10770;57220;34,3;15928;82563;20,5;15287;79444;22,8;94157;480511;8,1;183768;934460;9,9;4 998 446;eur;
2008050;VE;20081212;20090211;2;19;42;28;49;7;2;-2-19-28-42-49-;-2-7-;0;2;7500000;1;4;713574,8;0;9;90000,4;26;136;4254,2;331;1400;275,5;459;2038;132,4;1274;5414;71,2;14634;65114;30,2;17474;77081;22;19448;90171;20,1;90885;403578;9,6;216041;976491;9,4;7 000 852;eur;
2008049;VE;20081205;20090204;35;8;21;45;4;5;8;-4-8-21-35-45-;-5-8-;0;1;15000000;4;18;157576,2;2;12;67076,3;45;199;2889,1;426;2086;183,7;555;2577;104,1;1428;6728;56,9;16909;79836;24,4;18784;92947;18,1;21821;104217;17,2;92613;460542;8,4;228134;1089479;8,4;6 347 733;eur;
2008048;VE;20081128;20090128;8;25;11;41;16;4;2;-8-11-16-25-41-;-2-4-;0;1;28044446;0;8;377066;3;16;53502,6;39;134;4563,1;437;1936;210,5;684;3080;92,6;1339;5854;69,6;19444;84502;24,6;18977;83368;21,5;29399;128020;14,9;88531;399682;10,3;253951;1132326;8,6;0 559 377;eur;
2008047;VE;20081121;20090121;50;49;21;9;14;8;3;-9-14-21-49-50-;-3-8-;0;0;0;2;9;314384,5;2;15;53530,3;23;102;5622,9;317;1636;233,7;491;2457;108,9;989;4741;80,6;14964;73506;26,5;14866;71452;23,5;23297;111916;16;78688;376015;10,2;219698;1065834;8,6;5 015 936;eur;
2008046;VE;20081114;20090114;14;26;10;8;21;4;3;-8-10-14-21-26-;-3-4-;0;1;15000000;2;13;222050,8;4;19;43115,1;28;167;3503,7;624;2653;147;886;3539;77,1;1338;6029;64,7;21746;96900;20,5;17010;75846;22,6;32232;137076;13,3;76287;355710;11;265785;1220323;7,6;8 249 413;eur;
2008045;VE;20081107;20090107;9;1;17;12;18;3;4;-1-9-12-17-18-;-3-4-;1;1;15000000;1;7;419813,7;2;17;49056,1;43;126;4727,6;604;2224;178,5;1065;3653;76;1326;5447;72,9;23297;92036;22;17276;74887;23,3;36289;138745;13,4;79284;364295;11;287660;1240259;7,6;2 513 695;eur;
2008044;VE;20081031;20081231;34;25;3;41;18;5;2;-3-18-25-34-41-;-2-5-;0;2;21415653;2;12;280367,9;2;9;106085,1;35;186;3666,5;418;2001;227,2;491;2538;125,3;1327;6934;65,5;15446;80845;28,6;20121;104205;19,1;21563;110607;19,3;111233;561707;8,1;229896;1189941;9,1;0 221 685;eur;
2008043;VE;20081024;20081224;45;7;15;16;17;6;9;-7-15-16-17-45-;-6-9-;0;0;0;0;6;511928,9;0;2;435831,4;14;81;7686,6;324;1480;280,4;502;2493;116,5;1019;4564;90,9;16096;73296;28,8;14889;68979;26,4;27752;129746;15;77353;365083;11,4;236938;1101140;9;1 154 159;eur;
2008042;VE;20081017;20081217;50;12;10;3;42;1;5;-3-10-12-42-50-;-1-5-;0;0;0;2;5;593705,7;3;6;140403,3;37;135;4457,2;391;1918;209,1;528;2333;120,3;1424;6288;63,7;20285;90307;22,6;19239;83080;21,2;26908;115248;16,3;92012;412111;9,8;264468;1175802;8,1;2 570 083;eur;
2008041;VE;20081010;20081210;15;31;22;4;41;6;1;-4-15-22-31-41-;-1-6-;0;1;29068081;0;3;1084414,5;2;11;83928,8;37;128;5151,8;369;1746;251,7;587;3033;101,4;1182;5277;83,3;15424;73910;30,3;16405;73884;26,1;25700;128031;16,1;87944;393343;11,2;225540;1059644;9,9;1 541 140;eur;
2008040;VE;20081003;20081203;4;38;13;19;23;2;3;-4-13-19-23-38-;-2-3-;0;0;0;1;7;457530,9;5;16;56804,9;24;118;5501,6;551;2563;168,8;718;3246;93,3;1235;5309;81,5;21660;100938;21,8;16069;70938;26,8;29468;133180;15,2;79988;349535;12,5;303528;1350285;7,6;7 383 946;eur;
2008039;VE;20080926;20081126;31;29;33;14;37;2;1;-14-29-31-33-37-;-1-2-;0;0;0;3;15;9184505;1;27;81641,1;45;242;6506,2;954;3787;277,1;1381;6024;121,9;2342;10434;100,6;42921;177732;30,1;35459;152715;30,2;63724;276033;17,8;197597;835884;12,6;615061;2582229;9,7;6 728 942;eur;
2008038;VE;20080919;20081119;14;16;19;31;20;9;6;-14-16-19-20-31-;-6-9-;0;0;0;0;9;340865,6;3;8;108823,6;23;105;5922,3;380;1531;270,7;580;2516;115,3;942;4550;91,1;16172;70404;30;15304;66336;27,4;26084;115009;16,9;80933;354741;11,8;236954;1032730;9,6;1 301 260;eur;
2008037;VE;20080912;20081112;23;33;37;19;50;7;3;-19-23-33-37-50-;-3-7-;0;1;15000000;0;9;346165,6;2;11;80375;37;173;3650,3;381;1832;229,8;602;2724;108,1;1708;8574;49,1;17357;81774;26,2;24344;117590;15,7;26475;122180;16,1;128942;588908;7,2;237235;1115806;9;0 711 077;eur;
2008036;VE;20080905;20081105;17;12;39;16;7;3;8;-7-12-16-17-39-;-3-8-;0;2;59674853;0;13;500324,5;5;17;108576;81;221;5965,7;952;3386;259,5;1440;5109;120,4;3138;11860;74,1;46450;168776;26,5;47124;174471;22,1;73130;257757;16;236082;891660;9,9;680379;2491357;8,4;5 115 619;eur;
2008035;VE;20080829;20081029;2;20;37;25;39;8;5;-2-20-25-37-39-;-5-8-;0;0;0;0;10;473331,6;3;19;70696,7;22;142;6756,7;421;1942;329,3;663;2976;150,4;1672;7531;84,9;23195;99864;32,6;28571;122891;22,9;33547;142325;21,1;166973;706502;9,1;379037;1576572;9,7;1 247 332;eur;
2008034;VE;20080822;20081022;50;27;29;39;7;7;5;-7-27-29-39-50-;-5-7-;0;0;0;2;8;480634,2;3;13;83936,1;59;272;2865,4;524;2692;193;784;3327;109,3;2484;11924;43,5;26539;119257;22,2;34226;153822;14,8;33264;146241;16,6;159768;688590;7,6;363220;1580340;7,8;7 224 762;eur;
2008033;VE;20080815;20081015;18;11;17;26;31;6;5;-11-17-18-26-31-;-5-6-;0;0;0;3;6;530672,9;1;6;150596,3;27;104;6205,8;461;1894;227,1;611;2611;115,3;1209;5713;75,3;19455;85184;25,7;17009;79612;23,7;26791;116247;17,3;86834;405036;10,7;282157;1253449;8,2;0 662 049;eur;
2008032;VE;20080808;20081008;15;5;16;45;4;7;4;-4-5-15-16-45-;-4-7-;0;0;0;3;11;280626,3;3;9;97334,3;16;100;6257,2;394;1575;264,8;520;2124;137,4;1224;5494;75,9;19424;81757;26;18378;81274;22,5;27325;119035;16,4;93397;423863;9,9;263371;1129770;8,8;7 655 321;eur;
2008031;VE;20080801;20081001;25;40;22;50;1;1;8;-1-22-25-40-50-;-1-8-;0;0;0;5;12;231444,2;4;23;34267,8;40;146;3855,9;480;2191;171,2;617;2998;87,6;1188;5212;72;16412;76832;24,9;15974;67957;24,3;23007;110944;15,8;79733;337095;11,2;217032;1000460;9;0 557 407;eur;
2008030;VE;20080725;20080924;29;7;15;24;11;7;2;-7-11-15-24-29-;-2-7-;0;0;0;4;11;238463,5;6;16;46524,5;49;181;2937,6;609;2353;150,6;823;3235;76,7;1884;7389;47,9;24234;92362;19,5;23526;90737;17,1;31503;123005;13,5;100722;403243;8,8;290707;1154205;7,3;9 380 998;eur;
2008029;VE;20080718;20080917;16;14;44;10;29;6;5;-10-14-16-29-44-;-5-6-;0;1;15000000;1;4;671085,6;0;8;95221,6;12;90;6045,8;393;1595;227,4;583;2184;116,2;1077;4331;83,7;17912;73021;25,3;15366;64451;24,7;24293;96294;17,7;77168;331070;11;254447;1042331;8,3;0 692 254;eur;
2008028;VE;20080711;20080910;37;19;11;13;9;3;4;-9-11-13-19-37-;-3-4-;1;1;15000000;3;15;178447,5;4;12;63300,6;27;113;4801,5;541;2068;174,9;764;3026;83,6;1345;5332;67,8;22781;92778;19,8;16341;68874;23,1;32673;130105;13;75288;325974;11,2;277999;1173068;7,4;1 166 235;eur;
2008027;VE;20080704;20080903;19;22;48;7;27;7;5;-7-19-22-27-48-;-5-7-;0;1;15000000;3;8;339048,1;1;3;256576,9;36;209;2630,6;396;2164;169,3;586;2704;94,8;1868;8878;41,2;19407;89867;20,8;25407;113846;14,1;24665;111137;15,5;109837;497551;7,4;269396;1186135;7,4;7 121 288;eur;
2008026;VE;20080627;20080827;20;44;5;50;26;5;7;-5-20-26-44-50-;-5-7-;0;1;58278337;0;3;1151892,7;3;10;98066,5;36;161;4350,7;354;1846;252,9;467;2424;134,8;1658;7360;63,4;19841;84773;28;26451;108401;18,9;26431;111721;19,6;135980;574398;8,2;300483;1257393;8,9;4 346 599;eur;
2008025;VE;20080620;20080820;11;8;36;37;45;3;5;-8-11-36-37-45-;-3-5-;0;0;0;1;2;1547963,8;1;6;146429;31;146;4298,3;331;1430;292,5;518;2115;138,4;1516;6376;65,6;16765;69082;30,8;23399;100046;18,3;23785;95482;20,5;131918;562495;7,5;258452;1072242;9,3;8 918 970;eur;
2008024;VE;20080613;20080813;16;37;44;50;13;9;1;-13-16-37-44-50-;-1-9-;0;0;0;4;9;384056,6;2;6;163483,5;43;133;5267,9;433;1427;327,3;683;2253;145,1;2020;5855;79,7;22872;69937;34;33039;91492;22,4;36405;113384;19,3;184103;493612;9,5;368624;1075499;10,4;8 651 700;eur;
