annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numero_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
20222059;MARDI   ;26/07/2022;2;25/09/2022;3;5;17;27;25;9;1;-3-5-17-25-27-;-1-9-;0;0;0;0;5;109395,7;6;16;7989,8;10;43;926;256;1018;72;519;2020;38,3;591;2530;21,5;5599;24340;11,1;8978;38350;7,9;21778;90657;6,2;25328;108805;6,2;106513;466657;4,6;255436;1093742;3,1;0;0;5;420,2;117;9,9;216;5,4;2344;1,2;3931;1,9;10721;3,4;16207;10,5;46731;2;308467;2,7;RB 934 8551;;
20222058;VENDREDI;22/07/2022;1;21/09/2022;32;29;50;18;16;11;4;-16-18-29-32-50-;-4-11-;0;0;0;0;0;0;1;9;112283,5;4;32;1863,4;151;779;141;300;1719;67,5;367;1847;44,1;4550;25769;15,8;6835;36344;12,5;16505;84710;10;24433;133912;7,6;101699;532663;6;249116;1262564;4,1;0;0;1;2838,8;73;21,6;131;12;2103;1,8;3176;3,3;11681;4,2;19568;11,7;46399;2,8;444071;2,5;CB 290 6960;;
20222057;MARDI   ;19/07/2022;11;18/09/2022;41;6;27;40;23;2;12;-6-23-27-40-41-;-2-12-;0;1;230000000;3;5;4413400,8;3;10;30174,5;12;67;1402,7;310;1276;135,6;621;2639;69,3;657;3133;41;8961;37647;17;13566;58277;12,3;32901;142338;9,3;47753;199892;8;204707;857757;5,9;494519;2091175;3,9;1;2744,4;4;548,8;146;18,7;275;9,9;3873;1,7;5759;3,1;20915;4,1;34974;11,4;87073;2,6;767335;2,6;CB 011 6703;;
20222056;VENDREDI;15/07/2022;10;14/09/2022;38;17;29;9;39;10;7;-9-17-29-38-39-;-7-10-;0;0;0;2;14;1884992,9;2;14;25775,5;33;107;1050,4;564;2251;91,9;1235;4163;52,5;1154;4949;31;14793;54892;14;21532;86203;9,9;45056;191410;8,3;75316;282715;6,8;284162;1140157;5,3;601679;2538124;3,8;1;3308,1;12;220,5;214;15,4;514;6,4;6210;1,3;8666;2,5;31752;3,2;51780;9,3;118061;2,3;997285;2,4;NY 259 7166;;
20222055;MARDI   ;12/07/2022;9;11/09/2022;50;18;25;24;14;11;6;-14-18-24-25-50-;-6-11-;0;0;0;1;5;4569745,7;1;10;31243,4;10;47;2070,5;304;1314;136,4;750;2889;65,5;777;2986;44,5;10974;43803;15,2;15090;60640;12,2;35557;143449;9,6;61480;237936;7;228853;914593;5,7;545419;2152649;3,9;1;2985,7;2;1194,2;129;23,1;316;9,4;4843;1,5;6386;3,1;26295;3,5;42729;10,2;96233;2,5;842975;2,5;NL 693 1158;;
20222054;VENDREDI;08/07/2022;8;07/09/2022;28;46;43;35;31;7;4;-28-31-35-43-46-;-4-7-;0;0;0;3;9;1453438;7;19;19952,4;17;90;1311,9;450;1566;138,8;1020;3945;58,2;869;3424;47,1;14817;59724;13,5;17023;69278;13;35252;149123;11,2;87472;345994;5,8;253101;1051572;6;516644;2217981;4,6;1;3461,5;9;307,6;175;19,7;424;8,1;5875;1,4;7174;3,2;34748;3,1;66415;7,6;105987;2,6;1148884;2,1;PK 211 8941;;
20222053;MARDI   ;05/07/2022;7;04/09/2022;7;25;48;45;10;3;6;-7-10-25-45-48-;-3-6-;0;0;0;3;8;147139,8;3;6;45852;9;61;1404,7;324;1318;119,7;762;3044;54,8;706;2911;40,2;11973;46292;12,6;14626;59701;10,9;32246;129049;9,4;64197;247828;5,9;212384;873761;5,3;453362;1869390;4;1;2426,9;7;277,3;134;18,1;294;8,2;4867;1,2;6107;2,6;26162;2,9;43257;8,1;87714;2,2;732859;2,4;BA 534 6535;;
20222052;VENDREDI;01/07/2022;6;31/08/2022;46;6;34;24;18;12;3;-6-18-24-34-46-;-3-12-;0;0;0;0;4;318058,6;7;18;16519;11;80;1157,6;330;1386;123;587;2460;73,3;821;3286;38,5;8856;36778;17,2;14184;59403;11,8;34138;140590;9,3;45319;192169;8,2;204550;841034;5,9;491713;1998110;4;0;0;5;976,7;130;20,8;253;10,7;3915;1,7;5996;3;19739;4,3;33622;11,7;85997;2,6;781053;2,5;FI 641 7829;;
20222051;MARDI   ;28/06/2022;5;28/08/2022;35;10;47;42;48;11;2;-10-35-42-47-48-;-2-11-;0;0;0;0;5;184886,3;1;6;36009,1;5;32;2102,9;184;816;151,9;374;1674;78,2;402;1737;53;6391;27324;16,8;7879;35380;14,5;18173;81596;11,7;37438;158205;7,3;124324;549223;6,6;292778;1272807;4,6;0;0;1;3401,3;70;26,9;162;11,6;2637;1,7;3338;3,7;15742;3,7;28046;9,8;52726;2,9;558162;2,4;NU 014 6678;;
20222050;VENDREDI;24/06/2022;4;24/08/2022;50;44;17;10;28;12;8;-10-17-28-44-50-;-8-12-;0;0;0;1;2;540484,2;2;9;28071,1;12;55;1430,7;308;1264;114,6;539;2286;67;810;3134;34,3;7144;31353;17,1;13452;55816;10,7;32739;131618;8,4;37178;160498;8,4;178270;749465;5,6;453131;1841469;3,7;0;0;4;1020,6;131;17,3;216;10,5;3073;1,8;5570;2,7;16526;4,3;26269;12,6;74701;2,5;607971;2,7;PH 612 8966;;
20222049;MARDI   ;21/06/2022;3;21/08/2022;23;36;39;6;47;10;8;-6-23-36-39-47-;-8-10-;0;0;0;0;3;283193,5;2;8;24820,1;9;38;1627,5;207;919;123,9;361;1721;69,9;473;2078;40,7;5678;24873;17;7964;37137;12,7;19173;86514;10,1;31922;135871;7,8;120550;538912;6,2;286708;1270534;4,2;0;0;1;3106,8;75;23;162;10,6;2388;1,8;3377;3,4;13530;4;23734;10,6;50108;2,8;501302;2,5;SZ 459 8109;;
20222048;VENDREDI;17/06/2022;Super Jackpot et tirages suivants;17/08/2022;21;22;38;19;31;7;11;-19-21-22-31-38-;-7-11-;0;0;0;0;1;1165998;4;17;16030,1;12;64;1326,2;333;1257;124,3;752;3032;54,5;621;2568;45,2;10492;42883;13,5;14964;59242;10,9;32503;128636;9,3;54301;222710;6,5;222215;872854;5,2;476312;1904166;3,8;0;0;2;2295,4;136;18,7;338;7,5;4426;1,4;6035;2,8;23009;3,4;36626;10,1;91677;2,2;756169;2,4;UU 153 5701;;
20222047;MARDI   ;14/06/2022;1;14/08/2022;7;40;2;27;34;3;11;-2-7-27-34-40-;-3-11-;0;0;0;1;4;122154,3;3;8;14274,7;4;21;1693,8;96;499;131,3;235;1110;62,4;311;1176;41,3;3401;15940;15,2;4811;23068;11,7;11892;55124;9,1;17408;83711;7,3;72863;346130;5,5;174448;795376;3,9;0;0;1;1768,9;35;28;105;9,3;1560;1,5;2194;3;8050;3,8;13071;10,9;32717;2,4;279449;2,5;RC 341 4915;;
20222046;VENDREDI;10/06/2022;5;10/08/2022;37;26;40;17;36;9;12;-17-26-36-37-40-;-9-12-;0;1;64382899;1;1;728597,5;1;4;42571,3;7;29;1828,9;121;646;151,2;221;1253;82,4;322;1776;40,8;3404;18083;20;5671;29222;13,8;13928;71030;10,6;18997;99015;9,2;86499;437591;6,5;224221;1088946;4,2;0;0;3;845,7;45;31,3;119;11,8;1601;2,2;2560;3,6;8941;4,9;15809;13;38633;3;402432;2,5;PM 456 8559;;
20222045;MARDI   ;07/06/2022;4;07/08/2022;17;6;31;25;16;2;6;-6-16-17-25-31-;-2-6-;0;0;0;0;5;106815,1;2;12;10401,8;12;47;827,2;208;878;81,5;467;2118;35,7;343;1575;33,7;5716;25851;10,2;7051;32464;9,1;13754;64639;8,5;27836;124247;5,3;93527;431683;4,8;185313;884753;3,8;0;0;4;454,7;90;11,2;192;5,2;2360;1;2908;2,3;11551;2,7;17013;8,6;39534;2,1;297390;2,4;AR 511 7829;;
20222044;VENDREDI;03/06/2022;3;03/08/2022;29;12;48;28;34;9;11;-12-28-29-34-48-;-9-11-;0;0;0;0;2;347955,6;1;3;54215,3;4;23;2202,6;107;563;165,7;263;1322;74,6;330;1452;47,7;4055;19667;17,6;6372;30360;12,7;15989;71744;10;21267;106808;8,1;98825;459619;5,9;246993;1086312;4;0;0;1;2476,7;40;34,3;128;10,7;1855;1,8;2853;3,2;9814;4,4;15841;12,6;43328;2,6;381813;2,6;IN 604 0060;;
20222043;MARDI   ;31/05/2022;2;31/07/2022;42;13;10;49;3;3;9;-3-10-13-42-49-;-3-9-;0;0;0;2;4;128700,6;0;2;60158,9;19;52;720,6;147;690;100;437;2030;35,9;250;1179;43,4;6455;29855;8,5;6838;30324;9,4;12619;56635;9,4;28566;132089;4,8;92546;425458;4,7;179549;820737;3,9;1;991,3;6;132,1;69;14,3;181;5,4;2772;0,8;2982;2,2;12326;2,5;17255;8,3;40132;2;286017;2,5;TO 602 3361;;
20222042;VENDREDI;27/05/2022;1;27/07/2022;15;34;28;48;23;3;5;-15-23-28-34-48-;-3-5-;0;0;0;1;4;160252,9;3;9;16646,1;7;41;1138,1;141;737;116,6;375;1955;46,4;293;1421;44,9;5924;29864;10,6;6581;33243;10,7;12845;63461;10,4;32792;159182;5;99879;490862;5,1;196838;945421;4,3;0;0;3;732,2;55;22,1;153;7,9;2288;1,3;2683;3;13217;2,9;22520;7,9;41970;2,3;384144;2,3;GV 654 9838;;
20222041;MARDI   ;24/05/2022;4;24/07/2022;27;13;10;36;37;10;2;-10-13-27-36-37-;-2-10-;1;1;50656220;1;1;537399,7;0;3;41866,3;6;34;1150,6;108;541;133,2;282;1277;59,6;278;1316;40,6;4322;18138;14,7;5697;25446;11,7;13455;60944;9,1;22007;93118;7,2;86746;375666;5,6;201973;898612;3,8;1;1084,8;4;216,9;48;22,6;120;9;1929;1,4;2461;2,9;9767;3,4;14642;10,8;37545;2,3;300472;2,6;TG 800 0822;;
20222040;VENDREDI;20/05/2022;3;20/07/2022;32;23;8;22;50;3;9;-8-22-23-32-50-;-3-9-;0;0;0;1;3;235008,1;0;6;27462,6;8;51;1006,3;136;749;126,2;418;2042;48,9;294;1549;45,3;6846;32205;10,9;7110;35345;11;15895;76630;9,5;38516;170398;5,1;113750;530839;5,2;247170;1128168;3,9;0;0;2;1284,2;57;25;168;8,4;2819;1,2;3002;3,1;15940;2,8;27057;7,6;48228;2,4;431666;2,4;SN 615 5728;;
20222039;MARDI   ;17/05/2022;2;17/07/2022;49;28;30;5;48;5;11;-5-28-30-48-49-;-5-11-;0;0;0;1;2;257215,2;1;2;60115,4;1;19;1970,9;84;447;154,3;191;1070;68,1;207;924;55,4;3356;16535;15,4;4855;22610;12,6;10660;48320;11;17735;90264;7,1;75113;347142;5,8;171668;756950;4,3;1;1052,2;1;841,7;41;25,6;78;13,4;1522;1,7;2199;3,2;8083;4,1;13097;11,7;33579;2,5;290248;2,6;KE 358 1334;;
20222038;VENDREDI;13/05/2022;1;13/07/2022;11;45;17;48;3;8;4;-3-11-17-45-48-;-4-8-;0;0;0;3;5;160032;2;8;23376,3;15;57;1021,9;217;766;140;657;2190;51,7;541;1846;43,1;9542;32898;12,1;11382;38410;11,5;25955;88536;9,3;50946;173927;5,7;168822;573450;5,5;386060;1298894;3,9;0;0;7;554;95;22,6;283;7,6;3946;1,3;4998;2,8;21686;3,1;34232;9,1;72952;2,4;620010;2,5;FY 242 0121;;
20222037;MARDI   ;10/05/2022;15;10/07/2022;28;3;29;25;27;4;9;-3-25-27-28-29-;-4-9-;0;1;215840341;4;6;211426,5;2;11;26953;23;71;1300,6;419;1534;110,8;948;3546;50,7;908;3287;38,4;14514;56158;11,2;17173;65036;10,8;39227;144748;9;78810;305303;5,2;252573;946218;5,2;572525;2100825;3,8;3;979,2;10;235;181;16,2;391;7,5;5703;1,2;7125;2,7;31021;2,9;46502;9,2;103586;2,3;818102;2,6;OL 151 7591;;
20222036;VENDREDI;06/05/2022;14;06/07/2022;3;24;8;18;40;11;3;-3-8-18-24-40-;-3-11-;0;0;0;1;5;265989,5;2;16;19426,9;14;89;1087,8;394;1691;105,4;867;3394;55,5;1035;3801;34,8;12426;46528;14,2;19296;73930;9,9;44914;165872;8,2;60944;234573;7,1;259432;989228;5,3;595321;2237066;3,7;0;0;4;1352,6;160;18,7;353;8,5;5217;1,4;7995;2,5;25746;3,6;40812;10,7;108150;2,2;839414;2,6;UZ 615 4334;;
20222035;MARDI   ;03/05/2022;13;03/07/2022;26;48;47;8;20;8;3;-8-20-26-47-48-;-3-8-;0;0;0;3;4;238540,9;1;5;44600,7;16;47;1477,8;232;892;143,4;610;2459;55;428;1852;51,3;9465;38194;12,4;11128;43316;12,2;23085;90377;10,9;50611;208019;5,7;169634;664875;5,6;351079;1383542;4,3;2;1034,6;6;275,9;96;21,5;248;8,3;3799;1,3;4585;3;20344;3,2;33146;9,1;69144;2,4;632661;2,3;HZ 505 8065;;
20222034;VENDREDI;29/04/2022;Super Jackpot et tirages suivants;29/06/2022;37;36;10;20;11;7;3;-10-11-20-36-37-;-3-7-;0;0;0;1;1;1222554,5;1;9;31747,9;22;75;1186,6;262;1100;149;1059;4020;43,1;525;2513;48,4;18124;68076;8,9;14725;57714;11,7;29169;119581;10,5;99566;374753;4;233357;900439;5,3;456474;1835388;4,2;0;0;7;684,7;127;20,9;429;6,2;7082;0,9;6102;2,9;38268;2,1;58884;6,6;95776;2,2;829597;2,3;NO 190 7720;;
20222033;MARDI   ;26/04/2022;11;26/06/2022;25;4;28;34;45;11;8;-4-25-28-34-45-;-8-11-;0;0;0;0;3;280770,6;2;5;39372,4;5;36;1703,2;170;797;141,7;395;1693;70,5;442;1753;47,8;5843;25263;16,6;8746;36848;12,6;20379;84377;10,3;31760;136157;7,7;133408;560118;5,9;320243;1301549;4,1;0;0;2;1597,9;76;23,3;194;9,1;2480;1,7;3601;3,3;13307;4,2;22023;11,7;55470;2,6;500133;2,5;RB 806 6218;;
20222032;VENDREDI;22/04/2022;10;22/06/2022;11;6;35;36;21;9;1;-6-11-21-35-36-;-1-9-;0;0;0;1;5;195342;0;9;25363,6;16;56;1269,6;194;992;132;570;2289;60,4;464;2257;43,1;8388;34473;14,1;10462;45706;11,8;24068;105901;9,5;45119;184360;6,6;158116;674804;5,7;366273;1559220;3,9;0;0;8;444,6;89;22,2;231;8,5;3317;1,4;4339;3;17267;3,6;28613;10;64513;2,5;557133;2,5;BP 152 3003;;
20222031;MARDI   ;19/04/2022;9;19/06/2022;28;46;2;17;12;10;6;-2-12-17-28-46-;-6-10-;0;0;0;0;2;324441;2;5;30330,8;5;45;1049,7;204;770;113;399;1615;56,9;496;1906;33,9;5293;21749;14,8;8615;33018;10,9;21210;83185;8;26231;110648;7,3;114537;455485;5,6;278743;1142793;3,6;0;0;4;580,9;80;16,1;167;7,7;2218;1,4;3505;2,4;10743;3,7;17149;10,9;46933;2,2;356474;2,6;OX 396 6026;;
20222030;VENDREDI;15/04/2022;8;15/06/2022;32;48;6;24;30;6;5;-6-24-30-32-48-;-5-6-;0;0;0;0;1;781552,4;2;8;22832,7;9;45;1264,3;215;928;112,9;375;1908;58;402;1754;44,3;5426;26410;14,7;8643;39470;11;16743;77433;10,4;29311;140945;6,9;126797;572191;5,3;244079;1122181;4,4;0;0;4;682;73;20,7;167;9;2290;1,6;3586;2,8;12058;3,9;19556;11,3;51977;2,4;480069;2,2;IL 682 7870;;
20222029;MARDI   ;12/04/2022;7;12/06/2022;30;47;35;31;21;10;2;-21-30-31-35-47-;-2-10-;0;0;0;0;1;596185,7;1;4;34834,6;5;19;2284,2;71;470;170,1;221;1116;75,7;206;1075;55,2;3532;17129;17,3;4277;23046;14,3;10673;55100;11,1;20771;96434;7,7;73209;364947;6,4;174803;873641;4,3;0;0;2;995,7;27;40,9;102;10,8;1527;1,8;1850;4;8817;3,9;16308;9,9;31256;2,9;331597;2,4;QA 116 8543;;
20222028;VENDREDI;08/04/2022;6;08/06/2022;16;38;1;45;15;4;11;-1-15-16-38-45-;-4-11-;0;0;0;0;0;0;2;5;186499,3;7;34;1618,3;143;610;166,1;275;1447;74;306;1456;51,7;4064;21524;17,4;5954;29759;14,1;15006;72027;10,8;23247;119901;7,8;96909;471896;6,3;244301;1146720;4,1;0;0;2;1277,3;71;19,9;134;10,5;1851;1,9;2614;3,6;10264;4,3;17665;11,7;41146;2,8;394442;2,6;HW 474 9862;;
20222027;MARDI   ;05/04/2022;5;05/06/2022;13;1;24;11;49;5;6;-1-11-13-24-49-;-5-6-;0;0;0;0;4;138494,1;2;8;16184,1;8;42;960,1;217;825;90;321;1567;50,1;403;1651;33,4;4119;20735;13,3;7898;34174;9;15853;69799;8,2;19613;101715;6,8;100273;461263;4,7;200811;926680;3,7;0;0;4;453,4;86;11,7;127;7,9;1660;1,5;3263;2;8216;3,8;12377;11,8;41800;1,9;302012;2,4;SN 422 9124;;
20222026;VENDREDI;01/04/2022;4;01/06/2022;21;45;31;2;7;10;4;-2-7-21-31-45-;-4-10-;0;0;0;0;2;366112,2;2;9;19014,7;6;37;1440,6;184;810;121,2;364;1607;64,5;434;2085;34,9;5429;22986;15,8;7831;35148;11,5;20862;91275;8,2;27753;118816;7,7;113649;503421;5,7;291351;1277295;3,6;0;0;2;1314,1;82;17,8;153;9,5;2365;1,5;3318;2,9;11926;3,8;19500;10,9;47926;2,5;397897;2,6;GN 645 0195;;
20222025;MARDI   ;29/03/2022;3;29/05/2022;43;33;11;8;42;11;6;-8-11-33-42-43-;-6-11-;0;0;0;0;5;101294,9;2;7;16910,2;4;17;2168,8;129;515;131,8;243;1021;70,3;281;1190;42,3;3590;16431;15,3;4596;22684;12,4;10677;53313;9,8;17530;86320;7,3;69210;338438;5,9;166486;807430;3,9;0;0;2;833,5;40;23,1;101;9,1;1564;1,4;2002;3;7816;3,7;12313;10,9;29780;2,5;253594;2,6;PH 399 1406;;
20222024;VENDREDI;25/03/2022;2;25/05/2022;10;29;24;6;27;12;5;-6-10-24-27-29-;-5-12-;0;0;0;1;1;710352,4;6;15;11068;7;30;1723,7;236;1033;92,2;274;1519;66,2;585;2571;27,5;3994;21028;16,8;8765;40218;9,8;22830;99544;7,3;19289;105464;8,4;108137;529199;5,2;284718;1295523;3,4;0;0;2;1120,4;107;11,6;130;9,5;1806;1,7;3591;2,3;8815;4,4;13808;13,1;45343;2,2;324213;2,7;AR 411 2683;;
20222023;MARDI   ;22/03/2022;1;22/05/2022;7;29;17;40;21;8;11;-7-17-21-29-40-;-8-11-;0;0;0;1;3;154557,3;2;12;9030,6;4;22;1534,2;123;629;98,8;211;1078;60,9;327;1634;28,2;2876;14982;15,4;5613;26797;9,6;14106;66812;7,1;13963;72714;7,9;71919;352656;5,1;184901;870083;3,3;1;873,4;0;0;59;26,6;81;10,7;1267;1,7;2444;2,3;6263;4,3;9692;13,1;30732;2,3;233162;2,7;JF 838 0760;;
20222022;VENDREDI;18/03/2022;4;18/05/2022;43;1;9;14;17;12;6;-1-9-14-17-43-;-6-12-;1;2;26825597;0;2;355494,7;0;4;41542,4;7;41;1262,3;169;706;135;339;1475;68,3;399;1877;37,7;4678;20381;17,3;7517;33136;11,9;20886;89281;8,2;23431;106380;8,3;105062;473322;5,9;283275;1262098;3,5;0;0;3;793,9;71;18,6;163;8,1;2108;1,5;3176;2,7;10729;3,8;17172;11,2;44570;2,4;348239;2,7;HI 537 1808;;
20222021;MARDI   ;15/03/2022;3;15/05/2022;2;26;19;12;1;8;2;-1-2-12-19-26-;-2-8-;0;0;0;0;0;0;4;8;79899,7;24;87;433,5;288;1051;66,1;679;2705;27,1;474;1858;27,7;7213;30929;8,3;9387;36928;7,7;17349;72137;7,4;29691;138426;4,6;102448;442888;4,6;205463;907842;3,6;0;0;11;157,9;124;7,7;269;3,5;2953;0,8;3877;1,6;12444;2,4;17135;8,2;42848;1,8;268993;2,6;JM 780 6574;;
20222020;VENDREDI;11/03/2022;2;11/05/2022;23;22;12;19;48;6;2;-12-19-22-23-48-;-2-6-;0;0;0;1;1;684094,8;3;10;15988,4;10;50;996;224;822;111,6;621;2509;38,6;364;1741;39,1;8247;34390;9,9;9315;39716;9,5;18808;82995;8,5;37214;161325;5,3;131541;571093;4,7;262439;1180456;3,6;1;1304,7;3;347,9;91;14,3;240;5,4;3197;1;3846;2,2;14853;2,7;21198;8,9;54384;1,9;373673;2,5;HZ 865 0175;;
20222019;MARDI   ;08/03/2022;1;08/05/2022;18;12;31;25;21;9;2;-12-18-21-25-31-;-2-9-;0;0;0;1;4;122344,2;6;16;7148,4;18;46;774,4;190;825;79,5;389;1651;42;405;1715;28,4;4857;21459;11,3;7365;31873;8,5;15252;65731;7,7;22675;104736;5,8;91184;409157;4,7;187210;848061;3,6;0;0;6;280,8;70;13,3;173;5,4;1979;1,1;2983;2,1;9514;3;14391;9,4;38253;2;273823;2,4;UV 964 9515;;
20222018;VENDREDI;04/03/2022;6;04/05/2022;40;20;43;6;42;10;12;-6-20-40-42-43-;-10-12-;0;1;78587957;1;2;394609,6;2;6;30742,2;3;29;1981,1;106;605;174,9;228;1220;91,7;316;1487;52,8;3896;19512;20,1;5531;28323;15,4;15272;74154;11;21057;105583;9,3;87334;426633;7,3;253773;1184843;4,2;1;1489,3;1;1191,4;43;34,6;106;14;1754;2,1;2536;3,9;9554;4,9;15785;13,7;39059;3,1;376593;2,8;SN 586 7936;;
20222017;MARDI   ;01/03/2022;5;01/05/2022;26;24;42;39;8;5;3;-8-24-26-39-42-;-3-5-;0;0;0;2;5;112506,9;1;11;11952,1;6;46;890,2;134;723;104,3;330;1742;45,7;332;1497;37,4;5146;24968;11,2;6004;29894;10,4;12278;59918;9,7;26896;132283;5,3;85142;422388;5,2;174070;842682;4,2;1;1034,1;3;275,7;51;20,2;129;8;2103;1,2;2557;2,7;10700;3;18454;8,1;35238;2,4;321589;2,3;MC 274 5810;;
20222016;VENDREDI;25/02/2022;4;27/04/2022;24;10;30;42;13;1;5;-10-13-24-30-42-;-1-5-;0;0;0;1;4;184664,5;2;6;28772,7;6;39;1378,7;242;1070;92,5;488;2060;50,8;505;2232;32,9;6432;28930;12,7;9403;43199;9,4;21278;93110;8,2;31024;141194;6,5;126669;582386;5;281585;1257206;3,7;1;1384,8;3;369,2;80;17,3;179;7,7;2523;1,3;3741;2,4;12285;3,5;18913;10,6;51696;2,2;386002;2,6;MP 933 7534;;
20222015;MARDI   ;22/02/2022;3;24/04/2022;26;32;14;5;9;7;3;-5-9-14-26-32-;-3-7-;0;0;0;0;3;183996,6;1;3;43003;15;77;521,8;187;799;92,6;603;2694;29;326;1490;36,9;7705;35158;7,8;7526;33685;9,1;14191;65678;8,6;38485;174133;3,9;101375;457147;4,7;188738;889711;3,9;0;0;9;205,5;84;12,2;242;4,2;3075;0,8;3061;2,2;15468;2;24247;6,1;41962;2;318972;2,3;KH 634 1248;;
20222014;VENDREDI;18/02/2022;2;20/04/2022;25;41;50;43;38;6;10;-25-38-41-43-50-;-6-10-;0;0;0;0;2;349382,3;1;5;32662,5;7;31;1640,9;115;533;175,8;239;1351;73,3;278;1396;49,8;3849;19585;17,7;5434;27049;14,3;12681;64231;11,2;22261;109089;8;83054;403027;6,8;192691;962264;4,6;0;0;1;2444,5;57;23,8;102;13,3;1707;1,9;2356;3,8;9846;4,3;18634;10,6;36020;3,1;414531;2,3;DI 121 0916;;
20222013;MARDI   ;15/02/2022;1;17/04/2022;33;20;31;9;44;12;2;-9-20-31-33-44-;-2-12-;0;0;0;1;2;248591,9;2;9;12911,1;2;22;1645,1;99;464;143,6;200;979;71,9;281;1394;35,5;2762;13358;18,5;4615;21957;12,5;11945;56956;9;14864;69371;8,9;67697;318971;6,1;174248;814913;3,8;0;0;1;1727,6;43;22,3;98;9,7;1313;1,8;2025;3,1;6973;4,3;11351;12,3;29786;2,6;263647;2,6;OO 039 8041;;
20222012;VENDREDI;11/02/2022;2;13/04/2022;45;13;42;18;38;7;11;-13-18-38-42-45-;-7-11-;0;1;30928078;0;3;242348,5;2;7;24274,6;10;33;1603,8;165;746;130,6;360;1627;63,3;415;1720;42,1;5580;24950;14,5;7954;34601;11,6;16584;75151;10;29040;133275;6,8;117948;511434;5,6;248519;1115721;4,1;0;0;8;326,5;80;18,1;154;9,4;2459;1,4;3341;2,9;13005;3,5;21429;9,8;50893;2,3;445597;2,3;FY 859 0923;;
20222011;MARDI   ;08/02/2022;1;10/04/2022;43;34;20;6;37;7;10;-6-20-34-37-43-;-7-10-;0;0;0;0;3;172300,8;0;1;120808,6;6;19;1980,4;106;495;140;244;1002;73,1;214;1039;49,5;3627;14890;17,2;4559;20518;13,9;9813;46707;11,4;20984;86129;7,5;71159;322187;6,3;152556;718892;4,5;0;0;0;0;47;60,7;106;9,6;1669;1,5;1961;3,4;9155;3,5;16341;9,1;31176;2,7;324878;2,2;UB 190 2954;;
