annee_numero_de_tirage;jour_de_tirage;date_de_tirage;numero_de_tirage_dans_le_cycle;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_Euro_Millions_en_france;nombre_de_gagnant_au_rang1_Euro_Millions_en_europe;rapport_du_rang1_Euro_Millions;nombre_de_gagnant_au_rang2_Euro_Millions_en_france;nombre_de_gagnant_au_rang2_Euro_Millions_en_europe;rapport_du_rang2_Euro_Millions;nombre_de_gagnant_au_rang3_Euro_Millions_en_france;nombre_de_gagnant_au_rang3_Euro_Millions_en_europe;rapport_du_rang3_Euro_Millions;nombre_de_gagnant_au_rang4_Euro_Millions_en_france;nombre_de_gagnant_au_rang4_Euro_Millions_en_europe;rapport_du_rang4_Euro_Millions;nombre_de_gagnant_au_rang5_Euro_Millions_en_france;nombre_de_gagnant_au_rang5_Euro_Millions_en_europe;rapport_du_rang5_Euro_Millions;nombre_de_gagnant_au_rang6_Euro_Millions_en_france;nombre_de_gagnant_au_rang6_Euro_Millions_en_europe;rapport_du_rang6_Euro_Millions;nombre_de_gagnant_au_rang7_Euro_Millions_en_france;nombre_de_gagnant_au_rang7_Euro_Millions_en_europe;rapport_du_rang7_Euro_Millions;nombre_de_gagnant_au_rang8_Euro_Millions_en_france;nombre_de_gagnant_au_rang8_Euro_Millions_en_europe;rapport_du_rang8_Euro_Millions;nombre_de_gagnant_au_rang9_Euro_Millions_en_france;nombre_de_gagnant_au_rang9_Euro_Millions_en_europe;rapport_du_rang9_Euro_Millions;nombre_de_gagnant_au_rang10_Euro_Millions_en_france;nombre_de_gagnant_au_rang10_Euro_Millions_en_europe;rapport_du_rang10_Euro_Millions;nombre_de_gagnant_au_rang11_Euro_Millions_en_france;nombre_de_gagnant_au_rang11_Euro_Millions_en_europe;rapport_du_rang11_Euro_Millions;nombre_de_gagnant_au_rang12_Euro_Millions_en_france;nombre_de_gagnant_au_rang12_Euro_Millions_en_europe;rapport_du_rang12_Euro_Millions;nombre_de_gagnant_au_rang13_Euro_Millions_en_france;nombre_de_gagnant_au_rang13_Euro_Millions_en_europe;rapport_du_rang13_Euro_Millions;nombre_de_gagnant_au_rang1_Etoile+;rapport_du_rang1_Etoile+;nombre_de_gagnant_au_rang2_Etoile+;rapport_du_rang2_Etoile+;nombre_de_gagnant_au_rang3_Etoile+;rapport_du_rang3_Etoile+;nombre_de_gagnant_au_rang4_Etoile+;rapport_du_rang4_Etoile+;nombre_de_gagnant_au_rang5_Etoile+;rapport_du_rang5_Etoile+;nombre_de_gagnant_au_rang6_Etoile+;rapport_du_rang6_Etoile+;nombre_de_gagnant_au_rang7_Etoile+;rapport_du_rang7_Etoile+;nombre_de_gagnant_au_rang8_Etoile+;rapport_du_rang8_Etoile+;nombre_de_gagnant_au_rang9_Etoile+;rapport_du_rang9_Etoile+;nombre_de_gagnant_au_rang10_Etoile+;rapport_du_rang10_Etoile+;numero_My_Million;numero_Tirage_Exceptionnel_Euro_Million;
2019071;MARDI   ;03/09/2019;13;03/11/2019;44;11;38;7;39;10;7;-7-11-38-39-44-;-7-10-;0;0;0;0;0;0;1;6;270365,2;10;38;3944,5;174;989;161,6;413;2106;105,9;332;2007;63;6629;30949;18,8;8189;44215;13,9;16147;91842;12,6;33701;159179;10,3;128265;657760;7,5;255427;1392702;4,3;0;0;2;3226,2;57;25,6;92;15,8;1647;3;2021;2,8;8647;2,3;12512;10,3;32816;1,7;252336;2,5;LZ 767 0738;;
2019070;VENDREDI;30/08/2019;12;30/10/2019;45;49;27;46;25;6;4;-25-27-45-46-49-;-4-6-;0;0;0;0;0;0;0;9;215309,8;5;51;3510,9;146;877;217,7;392;2189;121,7;356;1978;76,4;7261;36140;19,2;7491;41656;17,6;16460;93998;14,8;44309;209707;9,3;119860;661829;8,9;268143;1489878;4,8;0;0;0;0;26;357,9;96;17,9;1748;3,3;1760;3,8;10641;2,2;20207;7,5;29118;2,3;312659;2,3;TJ 983 7794;;
2019069;MARDI   ;27/08/2019;11;27/10/2019;26;8;35;47;43;9;1;-8-26-35-43-47-;-1-9-;0;0;0;3;5;222149;3;10;25870,5;9;32;3954,3;162;719;187,7;251;1534;122,8;343;1735;61,5;4560;23821;20,6;5684;31446;16,5;13470;74153;13,2;26409;134690;10,3;84761;464472;8,9;196744;1066815;4,8;0;0;3;1857,7;33;38,2;53;23,8;1090;3,9;1411;3,5;6427;2,6;12083;9,2;20910;2,4;225426;2,4;LD 911 0548;;
2019068;VENDREDI;23/08/2019;10;23/10/2019;4;17;42;45;35;8;2;-4-17-35-42-45-;-2-8-;0;0;0;3;5;280027,5;0;7;46586,8;6;50;3190,1;179;1019;166,9;503;2644;89,8;380;2069;65,1;7518;40271;15,4;7724;43330;15,1;16293;93335;13,2;42293;217127;8;116163;641364;8,2;248021;1378849;4,6;1;6253,9;1;746,7;52;30,5;125;12,6;1962;2,7;1992;3,1;11278;1,9;19639;7,1;29601;2,1;289938;2,3;SV 138 1707;;
2019067;MARDI   ;20/08/2019;9;20/10/2019;23;24;22;20;37;1;4;-20-22-23-24-37-;-1-4-;0;0;0;0;2;494469,7;0;4;57583,8;4;28;4023,7;117;659;182,3;219;1365;122,8;238;1504;63,2;3652;20516;21,3;5280;29238;15,8;11732;66071;13,2;20765;112268;11;82794;447685;8,3;187661;1034232;4,4;0;0;2;2554,2;32;36,1;60;19,2;986;4;1390;3,2;5467;2,9;8501;12;22184;2;190625;2,6;RZ 862 4566;;
2019066;VENDREDI;16/08/2019;8;16/10/2019;9;42;10;27;37;1;5;-9-10-27-37-42-;-1-5-;0;0;0;0;2;588983,1;2;9;30484,6;13;46;2917,3;158;828;172,8;367;1953;102,3;306;1767;64,1;5461;28769;18,1;6884;38647;14,2;15598;84907;12,2;29656;153135;9,6;108595;583188;7,5;238557;1257576;4,3;0;0;7;874,8;44;31,5;76;18,2;1476;3,2;1818;3;7752;2,4;11965;10,2;29301;1,9;233291;2,5;SH 405 4622;;
2019065;MARDI   ;13/08/2019;7;13/10/2019;31;13;33;29;40;2;3;-13-29-31-33-40-;-2-3-;0;0;0;1;5;185444,5;0;3;71986,9;6;26;4062,8;122;696;161,8;244;1310;120;287;1445;61,7;3475;19106;21,5;6503;34919;12,4;11987;66279;12,3;19149;103995;11,1;92288;486619;7,1;176892;945333;4,5;0;0;1;5430,9;42;29,3;67;18,3;1024;4,1;1861;2,6;5466;3;9717;11,1;26626;1,8;238657;2,2;UO 742 2259;;
2019064;VENDREDI;09/08/2019;6;09/10/2019;35;41;14;2;42;11;10;-2-14-35-41-42-;-10-11-;0;0;0;0;1;1163580,7;1;2;135505,6;4;19;6976,8;95;573;246,7;185;1214;162,5;305;1663;67,3;2990;19049;27;4621;27598;19,7;12832;73885;13,9;16691;104263;13,9;72359;423084;10,3;207181;1142259;4,7;0;0;0;0;26;291,6;39;35,9;794;6;1303;4,2;4431;4,3;8121;15,2;19892;2,8;212112;2,8;PK 165 5196;;
2019063;MARDI   ;06/08/2019;5;06/10/2019;38;12;29;36;13;4;12;-12-13-29-36-38-;-4-12-;0;0;0;0;2;425429,6;2;9;22019,4;6;17;5701,9;85;513;201,5;133;935;154,3;239;1260;64,9;2475;14355;26,2;4505;24313;16,3;12347;63616;11,8;13492;75941;14;68927;359184;8,9;188206;958493;4,1;0;0;2;2202,3;25;39,9;35;28,5;689;4,9;1117;3,5;3507;3,9;5435;16,2;18046;2,2;145009;2,9;II 418 7995;;
2019062;VENDREDI;02/08/2019;4;02/10/2019;33;44;13;22;50;5;2;-13-22-33-44-50-;-2-5-;0;0;0;2;8;134225,4;4;22;11368,2;14;73;1675,7;350;1640;79,5;501;2536;71,8;767;3284;31,4;6072;31624;15;9279;45572;11;18622;90028;10,5;32060;161823;8,3;110006;568519;7,1;220625;1124825;4,4;1;5018,5;3;199,7;92;13,8;114;11,1;1491;2,9;2404;2;7891;2,2;13892;8;27818;1,8;238979;2,3;QU 688 3029;;
2019061;MARDI   ;30/07/2019;3;29/09/2019;15;27;23;40;20;3;6;-15-20-23-27-40-;-3-6-;0;0;0;1;2;388605,9;0;3;60340,5;7;36;2459,5;115;667;141,5;379;1715;76,8;194;1281;58,3;5141;23174;14,8;5685;29818;12,2;11236;60055;11,4;25743;117052;8,3;80303;408048;7,1;161495;835801;4,2;0;0;0;0;18;282,4;100;9,3;1338;2,3;1527;2,4;6660;1,9;10740;7,7;20807;1,8;168534;2,4;TS 684 3665;;
2019060;VENDREDI;26/07/2019;2;25/09/2019;27;2;42;5;37;10;3;-2-5-27-37-42-;-3-10-;0;0;0;1;2;495804,9;2;5;46191,4;2;34;3322,5;115;598;201,5;288;1356;124;248;1403;67,9;4371;21247;20,6;5614;29244;15,8;13455;69869;12,5;23057;110894;11,2;87488;444960;8,3;212460;1059692;4,3;0;0;0;0;30;210,7;58;20,1;1150;3,4;1432;3,2;5875;2,7;9523;10,8;22410;2;192238;2,6;PH 702 2291;;
2019059;MARDI   ;23/07/2019;1;22/09/2019;38;19;23;1;14;7;3;-1-14-19-23-38-;-3-7-;0;0;0;0;2;357375,7;1;7;23781,9;7;51;1596,6;133;546;159;548;2274;53,3;205;1167;58,9;6955;32194;9,8;5887;28152;11,8;10689;54082;11,7;34198;160869;5,5;85351;403012;6,6;151267;770852;4,2;0;0;1;3876,8;28;31,3;126;6,9;1815;1,6;1616;2,1;9134;1,3;13759;5,6;23131;1,5;161730;2,3;FE 684 3461;;
2019058;VENDREDI;19/07/2019;11;18/09/2019;26;17;13;14;28;7;2;-13-14-17-26-28-;-2-7-;0;1;107683454;1;10;148716,2;4;21;16494,1;37;125;1355,3;411;1802;100,2;1054;4324;58,3;681;3200;44,7;12662;55442;11,8;13972;67615;10,3;24154;127072;10,3;55623;257401;7,2;174612;880010;6,3;310751;1693938;4;0;0;12;561,1;100;15,2;308;4,9;3155;1,6;3458;1,7;13747;1,5;19235;7;42329;1,4;271347;2,4;IB 782 3436;;
2019057;MARDI   ;16/07/2019;10;15/09/2019;5;13;18;39;3;8;7;-3-5-13-18-39-;-7-8-;0;0;0;1;6;171807,9;2;5;48019,2;12;47;2498,6;185;965;129,8;381;1857;94,1;355;1971;50,3;5225;25340;18;9544;45728;10,5;17122;87434;10,4;24733;125128;10,3;127317;614745;6,3;226159;1170916;4;0;0;2;2559,9;55;21;74;15,6;1300;3;2513;1,8;5972;2,6;8939;11,4;32959;1,4;214588;2,3;NR 186 7058;;
2019056;VENDREDI;12/07/2019;9;11/09/2019;2;31;39;45;47;8;4;-2-31-39-45-47-;-4-8-;0;0;0;0;3;425457,9;3;5;59456,4;15;47;3093,8;97;656;236,4;325;1842;117,5;254;1624;75,6;4964;28203;20;5948;33286;17,9;13113;74811;15,1;31866;169970;9,4;93106;519499;9,2;205339;1146340;5,1;0;0;2;3123,7;22;64,3;76;18,6;1163;4,1;1454;3,8;7478;2,5;15390;8,1;22210;2,5;264058;2,3;RF 237 8212;;
2019055;MARDI   ;09/07/2019;8;08/09/2019;32;7;41;36;29;7;6;-7-29-32-36-41-;-6-7-;0;0;0;1;4;238382;0;2;111043,7;7;27;4023,3;138;725;159,8;259;1516;106,6;247;1356;67,6;4045;21973;19,2;5513;30577;14,6;10008;60008;14;23845;121307;9,8;87403;464477;7,7;156314;894517;4,9;0;0;1;4803,7;28;38,8;77;14,1;1005;3,6;1381;3,1;5790;2,5;9935;9,6;22328;1,9;221868;2,1;FY 025 6305;;
2019054;VENDREDI;05/07/2019;7;04/09/2019;20;2;42;34;9;9;6;-2-9-20-34-42-;-6-9-;0;0;0;3;4;296584,4;2;13;21254,7;10;46;2938;165;898;160,5;411;2035;98,8;390;1862;61,2;6194;31188;16,8;8239;39967;13,9;16162;81297;12,9;32414;169144;8,7;115321;567713;7,8;232920;1181467;4,6;2;2676,6;3;213;37;36,7;99;13,7;1545;2,9;2062;2,5;8183;2,2;12733;9,4;29104;1,8;242606;2,4;FX 189 0410;;
2019053;MARDI   ;02/07/2019;6;01/09/2019;19;44;11;29;45;12;8;-11-19-29-44-45-;-8-12-;0;0;0;0;2;438316,5;1;9;22686,4;4;22;4539,5;90;590;180,5;163;985;150,9;280;1564;53,9;2586;14841;26,1;5244;26672;15,3;14042;70404;11;13562;77719;14,1;72906;383096;8,6;200647;1004018;4;0;0;1;4509,3;20;51,1;39;26,2;650;5,3;1329;3;3532;3,9;5638;15,9;18863;2,1;151476;2,9;TE 631 3244;;
2019052;VENDREDI;28/06/2019;5;28/08/2019;1;33;3;49;16;2;11;-1-3-16-33-49-;-2-11-;0;0;0;2;3;373141,6;3;15;17381,7;9;51;2500,5;133;707;192,4;342;1740;109,1;348;1808;59,5;4751;24811;19,9;6410;34297;15,2;16615;83417;11,8;24707;127473;11;95137;499692;8,4;240338;1205436;4,2;1;5140,6;3;204,6;35;37,2;92;14,1;1265;3,5;1621;3,1;6609;2,7;10962;10,4;24562;2,1;215539;2,6;JP 107 5948;;
2019051;MARDI   ;25/06/2019;4;25/08/2019;27;34;6;26;46;1;9;-6-26-27-34-46-;-1-9-;0;0;0;0;0;0;0;1;969918,1;3;15;5974,8;75;456;209,6;241;1110;120,2;165;1022;74;3481;17529;19,8;4106;22361;16,4;9397;51866;13,4;20609;99304;9,9;65058;337389;8,7;149049;777651;4,6;0;0;0;0;17;301,2;58;16,3;878;3,6;1105;3,3;5155;2,5;8943;9,3;16787;2,2;163810;2,4;PT 012 4037;;
2019050;VENDREDI;21/06/2019;3;21/08/2019;9;8;39;25;5;3;7;-5-8-9-25-39-;-3-7-;0;0;0;0;2;520195,4;0;3;80772,9;13;60;1975,4;188;938;134,7;782;3423;51,5;378;1901;52,6;10555;46054;10;9489;42846;11,3;18232;85581;10,7;50628;223352;5,8;132665;589845;6,6;244683;1156433;4,1;0;0;5;1131,9;49;26,1;206;6,2;2756;1,5;2388;2,1;12717;1,3;19481;5,8;33729;1,5;232160;2,3;QJ 231 0853;;
2019049;MARDI   ;18/06/2019;2;18/08/2019;44;40;12;37;24;3;7;-12-24-37-40-44-;-3-7-;0;0;0;1;5;151922,7;1;5;35384,5;21;54;1602,5;179;720;128,2;453;1938;66,4;309;1361;53,6;6042;27386;12,2;5872;26506;13,4;10578;52595;12,7;33135;152015;6,2;79075;369398;7,7;143980;726272;4,8;0;0;6;707,5;55;17,4;115;8,3;1566;2;1514;2,5;8786;1,5;15247;5,5;20801;1,8;190480;2,1;RX 702 9910;;
2019048;VENDREDI;14/06/2019;1;14/08/2019;30;1;39;13;31;2;7;-1-13-30-31-39-;-2-7-;0;0;0;0;6;174015,2;4;12;20265;8;35;3398,4;158;728;174,2;512;2051;86,3;367;1622;61,9;8371;32911;14;8104;35750;13,6;15129;72082;12,8;44790;177551;7,3;120808;533312;7,3;223656;1051750;4,5;0;0;1;5919,3;44;30,4;126;10,6;2131;2,1;2014;2,6;11703;1,5;19245;6,1;30701;1,7;259456;2,2;CW 580 6268;;
2019047;MARDI   ;11/06/2019;4;11/08/2019;27;46;42;25;39;11;12;-25-27-39-42-46-;-11-12-;0;1;138716863;1;6;212540,7;0;4;74254,7;4;30;4842,7;169;792;195,6;252;1506;143,6;447;2003;61,2;3815;21733;25,9;6167;33452;17,8;17971;89107;12,6;20444;115944;13,7;87797;478697;10;253452;1313475;4,4;1;5722,4;1;683,2;43;33,7;55;26,3;911;5,4;1426;4;4959;4;8417;15,2;21563;2,7;208214;3;HF 820 2405;;
2019046;VENDREDI;07/06/2019;3;07/08/2019;34;16;4;1;20;2;5;-1-4-16-20-34-;-2-5-;0;0;0;0;6;335498,3;0;16;29303;19;97;2364,2;385;1506;162,4;895;3958;86,2;751;3173;61;12689;54988;16,2;16218;69133;13,6;34168;142600;12,5;65441;283917;8,8;230855;985415;7,6;484486;2037093;4,5;0;0;4;2802;86;29,5;205;12,3;2897;2,9;3879;2,5;14846;2,3;24592;9,1;53558;1,9;459536;2,3;OE 750 2525;;
2019045;MARDI   ;04/06/2019;2;04/08/2019;31;32;9;39;41;8;2;-9-31-32-39-41-;-2-8-;0;0;0;0;2;383119,1;1;3;59488,5;4;28;3117,6;66;406;229,3;238;1268;102,4;169;886;83,1;3629;19530;17,3;3579;20715;17,3;8100;45632;14,8;22864;115154;8,3;59453;322830;8,9;130098;709419;4,9;0;0;2;2083,7;18;52,4;70;13,4;926;3,4;904;4,1;6030;2,1;12124;6,8;15103;2,5;180024;2,2;KS 202 5348;;
2019044;VENDREDI;31/05/2019;1;31/07/2019;1;26;23;35;24;11;1;-1-23-24-26-35-;-1-11-;0;0;0;0;1;960928,7;1;3;74603,7;2;25;4378,9;91;500;233,5;239;1288;126,5;219;1226;75,4;3397;18713;22,7;5002;26753;16,8;12358;65466;13;18428;99578;12;77661;406788;8,8;203752;1043126;4,2;0;0;1;4951,7;22;51;72;15,5;917;4,1;1266;3,4;4946;3,1;7498;13,2;19752;2,2;164269;2,9;PU 588 2965;;
2019043;MARDI   ;28/05/2019;6;28/07/2019;28;7;29;19;20;1;5;-7-19-20-28-29-;-1-5-;1;2;32676834;0;7;116990,2;4;8;23842,3;9;39;2392,2;181;926;107,4;356;1809;76,7;377;1722;45,7;4938;23466;15,4;7877;36293;10,5;17062;75900;9,5;22038;107921;9,5;97379;467392;6,5;211126;984096;3,8;0;0;1;4349,5;43;22,9;90;10,9;1310;2,5;2023;1,9;5668;2,3;7889;11;25048;1,5;154639;2,7;KV 814 4049;;
2019042;VENDREDI;24/05/2019;5;24/07/2019;5;30;49;23;16;7;6;-5-16-23-30-49-;-6-7-;0;0;0;2;6;179790,9;2;10;25125,2;6;55;2234,4;218;987;132,8;357;1778;102,9;377;1915;54,1;5417;26213;18,2;8988;42096;12;16445;81630;11,7;28287;138645;9,7;121897;576703;7;220234;1124542;4,4;0;0;2;2756,5;64;19,5;89;14;1319;3,2;2273;2,1;6829;2,5;10751;10,2;30174;1,6;247637;2,1;SN 857 2686;;
2019041;MARDI   ;21/05/2019;4;21/07/2019;47;32;34;33;39;12;8;-32-33-34-39-47-;-8-12-;0;0;0;0;0;0;0;4;239866,1;2;16;5541;63;391;241,8;145;826;159,8;163;1015;73,7;2208;12402;27,8;3121;18600;19,5;8180;45177;15,2;11882;67288;14,4;50071;284142;10,2;127877;709901;5;0;0;1;4176,2;9;105,1;29;32,6;563;5,7;753;4,9;3033;4,2;5712;14,6;12373;3;158285;2,5;AZ 876 8624;;
2019040;VENDREDI;17/05/2019;3;17/07/2019;42;16;28;43;45;6;7;-16-28-42-43-45-;-6-7-;0;0;0;1;5;203560,1;0;2;118528,6;4;30;3865;157;612;202;301;1384;124,7;222;1229;79,6;4376;21374;21;6526;29622;16;12029;60024;15;25471;120599;10,5;98693;460174;8,3;176137;902537;5,2;0;0;1;5528;35;35,8;74;16,9;1038;4,1;1608;3;6180;2,7;11478;9,6;24697;2;266688;2;PW 857 4097;;
2019039;MARDI   ;14/05/2019;2;14/07/2019;14;25;50;10;17;2;10;-10-14-17-25-50-;-2-10-;0;0;0;0;2;363769;0;2;84725,9;8;25;3315,3;116;570;155,1;258;1193;103,4;294;1384;50,5;3734;16819;19,1;5280;26264;12,9;12431;61193;10,5;17291;80710;11,2;74790;362227;7,5;173847;860135;3,9;0;0;2;2050,9;26;35,7;82;11,3;1141;2,7;1404;2,6;4979;2,5;7219;11,3;20763;1,7;146337;2,7;GD 082 6499;;
2019038;VENDREDI;10/05/2019;1;10/07/2019;1;45;27;4;48;7;1;-1-4-27-45-48-;-1-7-;0;0;0;0;2;482697,7;1;3;74950,5;7;36;3055;124;610;192,3;386;1593;102,7;236;1191;77,9;6246;25284;16,9;6216;29217;15,4;11416;59120;14,4;32761;134554;8,9;98985;457887;7,9;185233;930343;4,7;0;0;2;2683,9;36;33,7;108;11,2;1689;2,4;1708;2,8;8471;1,9;12392;8,6;26377;1,8;221650;2,3;RJ 365 2364;;
2019037;MARDI   ;07/05/2019;2;07/07/2019;32;20;47;7;26;2;11;-7-20-26-32-47-;-2-11-;1;1;25024461;0;3;244572,6;1;9;18987,9;4;26;3214,9;105;484;184,2;236;1162;107,1;194;1119;63;3423;16424;19,7;4277;21674;15,8;10199;51594;12,6;17437;83651;10,9;65620;322911;8,5;158399;775242;4,3;0;0;1;4365,5;30;32,9;71;13,9;970;3,4;1212;3,2;5133;2,6;8332;10,4;18155;2,1;162800;2,6;OA 149 1629;;
2019036;VENDREDI;03/05/2019;1;03/07/2019;2;20;27;43;9;5;6;-2-9-20-27-43-;-5-6-;0;0;0;0;4;239796,9;1;7;31915,1;4;32;3414,8;212;798;146;294;1533;106,1;387;1736;53,1;4340;22301;19;8158;35833;12,5;16365;71945;11,8;21942;115887;10,3;111119;508803;7;218065;1003636;4,4;0;0;1;5299,8;59;20,3;69;17,4;1044;3,9;2141;2,2;5383;3;8653;12,2;28829;1,6;219582;2,3;LK 700 1572;;
2019035;MARDI   ;30/04/2019;2;30/06/2019;20;26;12;48;5;2;11;-5-12-20-26-48-;-2-11-;0;1;25326022;1;3;253763,7;2;5;35462,6;8;28;3097,4;144;653;141,6;281;1264;102,1;404;1650;44,3;3415;16198;20,8;5754;25907;13,7;14991;65654;10,2;17143;84365;11,3;75615;357845;7,9;190927;878520;4;0;0;2;2069,2;41;22,8;83;11,3;931;3,4;1493;2,4;4774;2,6;7701;10,7;20236;1,8;149393;2,7;CP 172 6248;;
2019034;VENDREDI;26/04/2019;1;26/06/2019;33;35;50;47;14;11;9;-14-33-35-47-50-;-9-11-;0;0;0;0;0;0;2;6;199617,2;8;29;3816,2;90;521;226,5;189;1212;135,9;222;1277;73,1;2836;17295;24,8;4598;26054;17,4;10620;58923;14,6;15951;93752;12,9;69913;392402;9,3;169080;906394;4,9;0;0;3;1708;14;82,9;50;23,2;753;5,2;1186;3,8;4127;3,8;8054;12,7;17856;2,6;204979;2,4;VK 998 0373;;
2019033;MARDI   ;23/04/2019;4;23/06/2019;23;44;18;27;42;7;2;-18-23-27-42-44-;-2-7-;0;1;44153561;2;3;245317,7;1;5;34282,3;15;38;2206,3;126;580;154,1;445;1864;66,9;250;1182;59,8;6215;25949;12,5;6238;28192;12,2;10801;53531;12,1;30048;128211;7,1;84127;394701;7;152942;772418;4,4;0;0;1;3982,8;31;29,1;124;7,2;1673;1,8;1592;2,2;8038;1,5;11990;6,6;21783;1,6;173156;2,2;BV 802 4850;;
2019032;VENDREDI;19/04/2019;3;19/06/2019;32;49;8;7;41;11;5;-7-8-32-41-49-;-5-11-;0;0;0;0;0;0;1;3;407121,4;5;27;4179,8;106;583;206,4;230;1267;132,6;194;1236;77,1;3654;20266;21,6;5121;27630;16,7;12446;62283;14;20779;111831;11,1;85066;434540;8,5;208087;982151;4,6;0;0;0;0;19;354,5;56;22,2;916;4,6;1269;3,8;5232;3,2;8686;12,6;21092;2,3;205137;2,6;FZ 537 6434;;
2019031;MARDI   ;16/04/2019;2;16/06/2019;1;49;15;8;44;2;11;-1-8-15-44-49-;-2-11-;0;0;0;0;1;756203,4;3;8;22016;5;24;3589,5;92;414;221,9;215;1086;118,1;252;1154;63;3186;15688;21,3;4309;21786;16,2;11406;53562;12,5;16708;82585;11,4;67940;334699;8,4;171804;810561;4,3;0;0;1;4133,6;20;46,8;74;12,6;869;3,6;1141;3,2;4445;2,8;7403;11,1;17969;2;150378;2,6;PB 420 8082;;
2019030;VENDREDI;12/04/2019;1;12/06/2019;46;28;1;35;36;6;9;-1-28-35-36-46-;-6-9-;0;0;0;1;4;255487,4;1;3;79341,2;6;23;5061,9;91;503;246,8;240;1239;139,9;202;1070;91,8;4136;22172;20,4;4899;24800;19,2;10667;54645;16,5;27268;135186;9,4;82148;411031;9,3;171805;876298;5,3;0;0;2;2753,9;26;48;57;21,9;1065;3,9;1212;4;6859;2,4;12923;8,5;20343;2,4;240767;2,2;BD 784 9363;;
2019029;MARDI   ;09/04/2019;7;09/06/2019;38;41;18;29;21;1;11;-18-21-29-38-41-;-1-11-;0;1;79149373;1;5;184420,7;1;6;35794,7;9;34;3089,6;112;656;170,8;192;1121;139,5;301;1624;54,6;3117;17697;23;4745;25337;17;12774;66717;12,2;17173;92036;12,5;70095;373477;9,2;186183;969367;4,3;0;0;4;1193,5;27;40;58;18,6;812;4,5;1158;3,6;4565;3,2;7957;11,9;17464;2,4;169618;2,7;WD 151 9708;;
2019028;VENDREDI;05/04/2019;6;05/06/2019;7;45;10;1;29;5;3;-1-7-10-29-45-;-3-5-;0;0;0;1;3;406668;2;5;56830,5;19;73;1903,9;281;1115;132,9;672;2975;69,5;544;2287;51,3;8977;42731;12,6;11222;49723;11,4;21686;96089;11,2;42724;211470;7,2;143706;679420;6,7;279137;1306372;4,3;0;0;4;1544,2;72;19,4;176;7,9;2119;2,2;2806;1,9;10170;1,8;15066;8,1;36064;1,5;245631;2,4;WD 136 3325;;
2019027;MARDI   ;02/04/2019;5;02/06/2019;9;26;16;2;36;6;7;-2-9-16-26-36-;-6-7-;0;0;0;1;4;219096,7;2;5;40824;3;29;3442,8;159;819;130;270;1553;95,7;317;1594;52,8;3982;20369;19;6997;34213;11,9;12103;63932;12,1;21269;107168;10,2;93613;453352;7,2;168260;886549;4,5;0;0;0;0;37;150,4;62;16,5;950;3,6;1833;2,2;5301;2,6;8827;10,2;24313;1,6;204257;2,1;GM 444 9976;;
2019026;VENDREDI;29/03/2019;4;29/05/2019;13;23;26;47;32;6;10;-13-23-26-32-47-;-6-10-;0;0;0;0;3;379140,6;2;10;26491,8;8;39;3322,5;124;820;168,5;311;1752;110,1;354;2029;53,9;4411;24324;20,7;7133;37264;14,2;16747;90504;11,1;22831;124003;11,4;100109;512384;8,3;240200;1269449;4,1;0;0;3;1943,4;28;47,1;76;17,3;1112;4;1725;3;5701;3,1;9354;12,4;24915;2,1;215327;2,6;SC 560 2887;;
2019025;MARDI   ;26/03/2019;3;26/05/2019;47;43;19;23;12;2;6;-12-19-23-43-47-;-2-6-;0;0;0;0;7;114424,2;0;6;31092,4;6;25;3649,9;134;659;147,6;423;1701;79,8;245;1349;57,1;5016;23314;15,2;6073;28860;12,9;12116;61183;11,5;25089;118249;8,4;83355;400920;7,5;170932;863340;4,2;0;0;4;1063,3;23;41,9;127;7,5;1303;2,5;1531;2,4;6439;2;9683;8,7;21539;1,7;168869;2,4;FD 595 0979;;
2019024;VENDREDI;22/03/2019;2;22/05/2019;17;43;26;4;30;11;6;-4-17-26-30-43-;-6-11-;0;0;0;2;7;153077,4;3;13;19198;8;44;2774,4;187;901;144,5;371;1725;105,3;434;2181;47,2;4476;22496;21,1;7093;34752;14,4;17986;87132;10,8;22494;115283;11,6;96294;481970;8,3;242557;1182929;4,1;0;0;1;5607,3;46;27,6;90;14,1;1073;4;1709;2,9;5776;3;9641;11,6;23924;2,1;202813;2,7;FI 485 9388;;
2019023;MARDI   ;19/03/2019;1;19/05/2019;9;6;1;47;34;12;7;-1-6-9-34-47-;-7-12-;0;0;0;1;1;753943,4;0;3;58534;3;16;5368,2;94;445;205,8;169;842;151,8;218;1048;69,2;2525;12395;26,9;4743;22274;15,8;11770;55355;12;12884;65710;14,3;70349;324348;8,7;166423;794043;4,3;0;0;2;2067,6;35;26,7;58;16,1;620;5,1;1301;2,8;3467;3,7;5783;14,3;18533;2;159516;2,5;UZ 826 7954;;
