annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
20200097;MERCREDI;12/08/2020;11/11/2020;17;47;30;3;44;3;3-17-30-44-47+3;0;8000000;1;174858,3;40;1066,9;331;465;1941;47,3;14946;22,1;28343;9;222681;4,5;370956;2,2;10;20000;M 0621 5432,V 4140 3068,J 4253 5041,T 8466 3412,C 4388 8843,O 4959 9161,P 9548 5313,E 6516 3450,B 5741 3734,O 7126 8381;15;25;28;42;44;;15-25-28-42-44;0;108208;183;618,3;8941;32,5;129333;3;9 262 171;eur;
20200096;LUNDI   ;10/08/2020;09/11/2020;28;38;2;1;11;6;1-2-11-28-38+6;0;7000000;0;147675;25;7348,7;303;429;1452;53,5;14998;18,6;21560;10;208818;4,1;267188;2,2;10;20000;S 0579 4281,F 6997 1576,F 0711 3572,R 2544 5973,T 9695 6818,I 1432 4650,N 6653 5863,V 9374 2109,F 0420 4330,M 9401 7916;8;20;34;44;46;;8-20-34-44-46;1;100000;115;935,7;6056;45,6;95650;3;4 423 591;eur;
20200095;SAMEDI  ;08/08/2020;07/11/2020;35;42;49;4;6;9;4-6-35-42-49+9;0;6000000;3;77874,7;36;1583,9;357;576;1909;64,3;17188;25,7;31008;11;276431;4,9;457041;2,2;10;20000;N 4331 6658,R 4451 6441,O 3565 7022,N 1983 3533,C 2254 9706,A 3182 0219,C 7391 0064,S 2194 0022,C 3150 4459,H 4817 5511;5;9;18;26;32;;5-9-18-26-32;0;139915;351;349,4;15142;20,8;195421;3;6 534 417;eur;
20200094;MERCREDI;05/08/2020;04/11/2020;46;32;22;15;17;8;15-17-22-32-46+8;0;5000000;2;86075,2;27;1556,2;288;526,2;1610;56,2;13634;23,9;24914;10,1;211222;4,7;365223;2,2;10;20000;D 8964 2750,K 3784 5444,U 4919 0781,T 0345 4990,K 3539 3474,U 0338 4444,O 4454 3110,V 9347 3540,L 4225 6411,K 0193 8562;9;16;28;39;43;;9-16-28-39-43;1;106795;179;642,7;8515;34,7;123645;3;9 831 281;eur;
20200093;LUNDI   ;03/08/2020;02/11/2020;43;48;42;23;30;7;23-30-42-43-48+7;0;4000000;1;113490,2;28;989,2;177;564,4;1367;43,6;9309;23;23121;7,2;144312;4,5;395962;2,2;10;20000;L 0158 8705,Q 7355 2247,G 1060 1628,B 3347 8478,G 6781 9071,M 7924 2111,T 4668 9396,O 4174 8537,A 1214 7660,S 9465 9861;11;26;29;30;44;;11-26-29-30-44;0;100000;204;406,1;9037;23,5;116398;3;3 032 574;eur;
20200092;SAMEDI  ;01/08/2020;31/10/2020;17;18;25;38;9;9;9-17-18-25-38+9;0;3000000;4;55207,4;77;699,9;547;355,3;2822;41,1;23474;17,8;37547;8,6;318086;4;425738;2,2;10;20000;M 8186 5657,J 5422 8442,Q 5872 0320,N 6598 8767,I 0387 2507,Q 5509 0757,P 8560 8991,D 4737 1855,R 8873 0147,R 9787 0985;10;26;31;41;44;;10-26-31-41-44;0;132845;193;766;9616;39,5;148180;3;7 166 329;eur;
20200091;MERCREDI;29/07/2020;28/10/2020;47;46;7;19;39;5;7-19-39-46-47+5;0;2000000;2;73924,6;38;949,6;334;389,6;1583;49,1;13142;21,3;24791;8,7;194082;4,4;369671;2,2;10;20000;R 5307 7191,U 0045 4068,U 4334 8300,G 9287 1308,O 4091 0138,R 5487 5390,H 9545 2443,N 0551 4141,H 4200 5267,M 1598 8356;9;36;42;43;49;;9-36-42-43-49;2;50000;122;956,4;6308;47,5;99537;3;2 005 633;eur;
20200090;LUNDI   ;27/07/2020;26/10/2020;19;24;45;15;25;3;15-19-24-25-45+3;1;2000000;0;126322,8;39;4029,6;340;327;1501;44,2;14262;16,7;20627;9;180508;4;261814;2,2;10;20000;I 1969 4316,F 4819 2534,U 1723 7210,J 1421 4827,O 0713 3066,C 8735 5698,V 9320 1666,D 8744 0693,M 3654 6487,U 6302 1960;17;22;23;32;45;;17-22-23-32-45;1;100000;111;802,7;6255;36,6;96278;3;1 260 423;eur;
20200089;SAMEDI  ;25/07/2020;24/10/2020;18;10;6;15;48;4;6-10-15-18-48+4;1;2000000;1;218513,9;55;969,7;533;360,9;2746;41,8;25007;16,5;35440;9;326848;3,8;421432;2,2;10;20000;A 0627 7877,T 8132 7529,L 5312 5584,F 4657 6406,A 6036 6443,B 3238 8947,P 5576 8151,I 1497 0873,S 8038 4627,N 6017 5802;11;29;32;40;43;;11-29-32-40-43;3;43748;224;686,2;8973;44;137263;3;5 186 286;eur;
20200088;MERCREDI;22/07/2020;21/10/2020;4;28;38;20;18;1;4-18-20-28-38+1;1;7000000;2;94607,7;37;1248,1;460;362,1;1466;67,8;18247;19,6;19779;14;245554;4,4;259511;2,2;10;20000;O 8042 2168,P 3333 2399,G 0171 2769,G 0703 7061,V 3231 7869,F 9115 2810,Q 7281 8419,E 1027 8013,C 4710 4789,J 6222 2243;28;29;30;35;47;;28-29-30-35-47;0;104923;123;1016,7;6372;50,4;107163;3;9 300 085;eur;
20200087;LUNDI   ;20/07/2020;19/10/2020;8;42;22;28;26;2;8-22-26-28-42+2;0;6000000;2;74703,9;24;1519,4;297;442,8;1474;53,3;14786;19,1;19493;11,2;203279;4,2;234692;2,2;10;20000;N 1002 4068,R 4590 6740,T 9642 0845,F 0801 8910,L 6280 8896,G 9438 5728,K 3654 6900,R 9905 2508,V 8173 5502,P 6298 6111;1;11;37;39;48;;1-11-37-39-48;1;100000;122;847,7;5903;45;95020;3;4 533 000;eur;
20200086;SAMEDI  ;18/07/2020;17/10/2020;11;42;22;34;43;4;11-22-34-42-43+4;0;5000000;1;232122,3;53;1068,9;485;421,3;2299;53,1;20270;21,6;31930;10,7;282716;4,7;454081;2,2;10;20000;A 4597 9199,N 7161 9178,O 6179 4860,L 3328 9349,C 5022 5253,M 5432 7834,A 9946 0882,R 9886 3724,M 7726 0574,F 0932 9299;12;23;26;28;39;;12-23-26-28-39;1;138723;288;458,9;13211;25,7;181171;3;7 949 900;eur;
20200085;MERCREDI;15/07/2020;14/10/2020;6;12;4;35;44;3;4-6-12-35-44+3;0;4000000;3;52835,6;43;899,7;371;376,1;1848;45,1;16676;17,9;27282;8,5;232404;3,9;349750;2,2;10;20000;I 2408 8371,H 7689 4226,Q 9781 3620,E 0227 7066,O 1387 7447,P 7405 7810,K 1933 8343,R 3955 3111,R 5595 5928,Q 1182 1682;12;16;17;29;31;;12-16-17-29-31;2;50273;229;385,8;10637;21,3;140153;3;7 166 428;eur;
20200084;LUNDI   ;13/07/2020;12/10/2020;24;3;35;46;2;8;2-3-24-35-46+8;0;3000000;1;137706,5;25;1344,4;204;594,2;992;73;9255;28,1;17587;11,5;157686;5;280684;2,2;10;20000;A 8778 8323,T 9113 1364,G 9994 2766,E 0352 1335,T 5996 2013,S 4917 2768,O 2002 1134,L 7119 1336,I 5111 5049,L 7439 8886;1;9;12;15;22;;1-9-12-15-22;1;100000;445;137,2;14044;11,1;146487;3;1 877 785;eur;
20200083;SAMEDI  ;11/07/2020;10/10/2020;32;6;35;28;40;7;6-28-32-35-40+7;0;2000000;2;94726,4;29;1594,5;334;499,3;2149;46,3;15157;23,6;35519;7,8;238189;4,6;648602;2,2;10;20000;V 6256 5943,E 1637 9318,S 3385 6596,R 1903 8679,J 3348 9708,B 0588 1213,R 6602 2439,O 8705 9348,E 5911 3917,L 1430 9313;4;17;24;34;43;;4-17-24-34-43;4;34347;313;471,9;11523;32,9;159403;3;3 015 716;eur;
20200082;MERCREDI;08/07/2020;07/10/2020;30;48;37;9;26;8;9-26-30-37-48+8;1;4000000;0;169378,3;29;7266,1;289;515,9;1513;58,8;13947;22,9;23748;10,5;209003;4,7;353440;2,2;10;20000;J 0970 1266,M 5667 1827,E 0637 9931,G 1911 7976,A 5282 1395,U 3673 6280,H 5988 8808,A 3800 2723,V 9255 1261,H 1373 4570;3;5;14;20;44;;3-5-14-20-44;2;52770;255;358,9;11494;20,4;148569;3;9 195 682;eur;
20200081;LUNDI   ;06/07/2020;05/10/2020;2;11;42;30;35;6;2-11-30-35-42+6;0;3000000;0;139555,9;32;5425,5;239;514;1127;65,1;10945;24,1;17345;11,8;170763;4,7;247086;2,2;10;20000;N 4150 9602,B 6305 7021,S 9440 2110,U 1877 9456,Q 4334 0001,H 1219 6384,H 1287 2183,C 3582 7628,T 0217 6435,H 8935 9706;1;2;5;19;39;;1-2-5-19-39;4;25000;231;335,6;9767;20,4;122790;3;8 423 159;eur;
20200080;SAMEDI  ;04/07/2020;03/10/2020;23;13;27;44;36;6;13-23-27-36-44+6;0;2000000;1;239724,6;72;812,6;583;361,9;2424;52;24486;18,5;33207;10,6;329130;4,2;420142;2,2;10;20000;P 0487 0287,D 6984 7724,P 2714 8688,T 7270 7713,V 5002 4618,V 3768 5655,C 3853 1884,T 1739 4764,K 2303 8253,E 9718 4165;6;8;22;27;33;;6-8-22-27-33;4;35120;344;357,5;14665;21,5;196387;3;7 501 046;eur;
20200079;MERCREDI;01/07/2020;30/09/2020;44;47;5;13;14;8;5-13-14-44-47+8;1;5000000;2;86099,6;33;1273,6;309;490,5;1857;48,7;16360;19,9;28239;8,9;249222;4;353054;2,2;10;20000;S 7316 4335,I 9168 3154,O 9202 6975,L 2881 7347,H 7735 7181,V 2965 2973,Q 6039 5658,U 3135 4863,R 8097 5623,D 7825 1694;18;21;34;37;48;;18-21-34-37-48;0;106467;210;602,9;7983;40,7;109064;3;0 895 558;eur;
20200078;LUNDI   ;29/06/2020;28/09/2020;21;29;20;47;46;7;20-21-29-46-47+7;0;4000000;1;116997,5;23;1241,5;176;585,2;1382;44,5;9087;24,3;24163;7,1;150271;4,5;392248;2,2;10;20000;I 3159 8379,N 9917 9704,B 9640 7922,A 7121 4586,S 3116 4703,J 5171 7513,S 3283 9017,L 9970 8730,Q 4527 1176,G 3786 3242;14;18;19;29;41;;14-18-19-29-41;0;100000;195;436,6;8069;27,1;115490;3;8 145 546;eur;
20200077;SAMEDI  ;27/06/2020;26/09/2020;1;39;2;6;27;4;1-2-6-27-39+4;0;3000000;1;228849,9;52;1074,1;442;455,8;2411;49,9;22789;19;33827;9,9;321913;4,1;441010;2,2;10;20000;V 7460 3885,E 4043 2179,V 6760 4713,E 7942 7505,D 7847 0366,R 9459 4991,H 8577 0776,R 2636 0745,S 1508 8977,K 2840 6142;12;16;20;34;49;;12-16-20-34-49;1;136951;275;512,9;11373;31,8;166277;3;6 862 410;eur;
20200076;MERCREDI;24/06/2020;23/09/2020;36;8;31;34;17;7;8-17-31-34-36+7;0;2000000;2;66521,5;53;612,6;228;513,6;1822;38,4;11380;22,1;29416;6,6;180216;4,3;467553;2,2;10;20000;N 4411 0278,M 4813 9136,P 1988 4247,T 6938 1074,A 4783 8714,U 0285 2012,B 7461 4593,B 4486 1158,N 3740 8862,O 5400 7031;5;9;24;30;31;;5-9-24-30-31;1;100000;254;332,1;10841;20;141390;3;8 965 211;eur;
20200075;LUNDI   ;22/06/2020;21/09/2020;9;36;5;21;39;5;5-9-21-36-39+5;1;8000000;11;12914,5;60;577,8;321;389,5;1849;40,4;12810;20,9;25943;8;193089;4,2;332554;2,2;10;20000;S 4603 2673,G 0187 0560,R 1029 0189,H 0799 4409,I 4921 7246,G 4970 2495,C 9476 3319,E 0365 8270,C 9806 9661,T 6351 5538;15;34;36;44;46;;15-34-36-44-46;0;100000;132;893,8;5710;53,1;87986;3;2 615 300;eur;
20200074;SAMEDI  ;20/06/2020;19/09/2020;8;24;33;38;14;5;8-14-24-33-38+5;0;7000000;2;113970,9;54;1030,2;515;389,6;2778;43,1;21353;20,2;39780;8,4;311252;4,2;547482;2,2;10;20000;O 3635 0025,F 8026 5414,C 1321 5782,S 0649 7270,H 2710 2860,K 6233 4595,F 0144 3963,T 8703 9099,Q 0006 5034,U 3301 5122;14;15;20;36;48;;14-15-20-36-48;1;144009;183;895,6;9577;44;156301;3;6 464 245;eur;
20200073;MERCREDI;17/06/2020;16/09/2020;26;13;10;20;46;1;10-13-20-26-46+1;0;6000000;3;64717,6;49;967,1;533;320,6;1765;57,8;21016;17,4;22395;12,7;272495;4,1;261321;2,2;10;20000;H 3586 8348,Q 3805 8515,D 7826 2349,U 9731 5152,A 7546 1438,Q 8070 4662,V 4250 6578,C 8802 9258,A 3080 7045,C 7785 0299;1;19;23;28;39;;1-19-23-28-39;0;108110;213;489,6;9687;27,6;139659;3;9 198 029;eur;
20200072;LUNDI   ;15/06/2020;14/09/2020;22;49;26;2;47;2;2-22-26-47-49+2;0;5000000;0;153900,9;31;6176,2;248;546,3;1260;64,2;12105;24;18536;12,2;182643;4,9;238449;2,2;10;20000;J 1965 8782,S 3831 5829,H 7156 8379,M 4550 0764,U 8689 5124,Q 3240 9681,H 5261 4067,T 9173 9360,J 0600 6277,M 8910 9718;19;24;25;33;41;;19-24-25-33-41;1;100000;176;555,8;7141;35,2;109128;3;9 596 432;eur;
20200071;SAMEDI  ;13/06/2020;12/09/2020;25;32;6;5;28;4;5-6-25-28-32+4;0;4000000;1;237866,6;56;1036,7;418;500,9;2527;49,5;22681;19,8;35996;9,7;336324;4,1;464273;2,2;10;20000;J 8671 8273,M 4209 2202,O 9086 1704,P 5386 5866,B 8705 0779,E 3494 6844,P 4135 8903,P 6163 3675,I 0875 0960,T 0373 8697;5;10;16;43;45;;5-10-16-43-45;1;143262;254;560,4;12045;30,3;180136;3;0 612 978;eur;
20200070;MERCREDI;10/06/2020;09/09/2020;47;36;20;11;9;2;9-11-20-36-47+2;0;3000000;1;179768,3;28;1567;365;433,5;1554;60,8;16097;21,1;21815;12,1;232834;4,5;281236;2,2;10;20000;V 9052 0295,N 6916 5117,G 7619 5296,V 1070 1829,M 6346 0909,U 1747 3107,D 0979 4692,I 1159 0776,G 4508 0559,I 4314 8043;15;25;31;35;49;;15-25-31-35-49;0;105491;153;783,8;7966;38,7;114653;3;3 464 365;eur;
20200069;LUNDI   ;08/06/2020;07/09/2020;8;22;26;46;2;1;2-8-22-26-46+1;0;2000000;2;73847,3;21;1716,6;318;408,8;1129;68,8;13698;20,4;15949;13,6;191627;4,4;211692;2,2;10;20000;U 9304 2045,U 3378 4762,A 2919 6944,A 1904 9439,C 5583 4591,Q 2682 3888,B 5087 5420,Q 8990 9606,C 5355 3007,A 1802 7737;1;2;13;33;38;;1-2-13-33-38;0;100000;164;531,7;7497;29,9;113780;3;8 708 783;eur;
20200068;SAMEDI  ;06/06/2020;05/09/2020;14;7;43;44;29;5;7-14-29-43-44+5;1;17000000;1;255250,1;80;778,7;639;351,6;3504;38,3;26318;18,3;47914;7,8;368857;4;638322;2,2;10;20000;A 4132 2938,K 8805 0528,N 7291 9584,O 3717 4407,M 3957 6296,L 5646 9645,U 6978 4637,C 2084 0595,E 8166 7962,G 6671 8060;19;22;23;40;41;;19-22-23-40-41;1;161460;260;665,8;12240;36,3;187902;3;7 995 384;eur;
20200067;MERCREDI;03/06/2020;02/09/2020;12;13;26;44;16;6;12-13-16-26-44+6;0;16000000;4;53351,9;59;882,8;465;404;2483;45,2;22659;17,8;33159;9,4;316469;3,9;373999;2,2;10;20000;K 3041 3397,U 0153 9052,O 3380 2745,T 7408 8475,L 4971 9487,M 7581 7189,H 9549 1138,U 2620 6417,O 0989 0860,K 1023 8604;15;19;40;44;47;;15-19-40-44-47;0;122798;169;826,2;8432;42,5;133415;3;4 190 147;eur;
20200066;LUNDI   ;01/06/2020;31/08/2020;24;26;2;36;32;7;2-24-26-32-36+7;0;15000000;1;122595,5;24;1246,7;183;589,7;1599;40,3;10848;21,3;25540;7;165592;4,3;411122;2,2;10;20000;N 3139 5720,F 1389 7735,M 8030 5272,M 7786 1507,M 2896 8471,N 2202 3477,G 5920 7492,P 0808 9568,N 6167 6587,R 1436 6652;4;8;21;40;41;;4-8-21-40-41;3;33334;152;643;6606;38;101610;3;9 082 306;eur;
20200065;SAMEDI  ;30/05/2020;29/08/2020;5;14;42;44;16;9;5-14-16-42-44+9;0;14000000;1;253674;48;1289,9;415;538,1;2391;55,8;21370;22,4;36381;10,2;332649;4,4;491613;2,2;10;20000;K 6016 0523,E 9976 2620,I 1308 5123,D 3895 5015,M 5491 3458,D 2811 6537,T 0153 0226,S 6642 4571,P 3034 2340,M 6854 7462;3;5;33;36;45;;3-5-33-36-45;1;149159;210;773;10850;38,4;170714;3;6 369 227;eur;
20200064;MERCREDI;27/05/2020;26/08/2020;29;6;12;44;31;6;6-12-29-31-44+6;0;13000000;3;63129,3;76;608,2;541;308,1;2484;40,1;20622;17,3;30473;9,1;267872;4,1;337015;2,2;10;20000;F 4841 6270,R 7172 2874,C 1831 5458,P 3871 4224,R 9800 9226,M 7427 7519,V 9055 1717,H 5293 5586,S 1773 1956,B 8939 8202;3;12;22;37;49;;3-12-22-37-49;1;110567;274;383,1;10413;25,9;144833;3;5 574 162;eur;
20200063;LUNDI   ;25/05/2020;24/08/2020;9;26;30;42;36;4;9-26-30-36-42+4;0;12000000;0;152403,2;26;7292,3;245;547,6;1310;61,2;12210;23,6;20067;11,1;185032;4,8;296447;2,2;10;20000;I 5694 5506,O 0361 0593,N 8160 9556,S 5413 0349,G 9741 8739,B 1392 5002,P 3055 5590,O 4072 0862,G 0170 8051,T 2159 1620;7;24;36;43;47;;7-24-36-43-47;1;100000;171;614,8;7275;37,1;105837;3;7 979 899;eur;
20200062;SAMEDI  ;23/05/2020;22/08/2020;22;28;3;23;29;2;3-22-23-28-29+2;0;11000000;3;82509,5;47;1285,4;647;336,7;2444;53,2;25344;18,4;33433;10,9;359579;4;405390;2,2;10;20000;V 9005 6324,N 2564 8421,B 0794 7161,R 8438 3842,G 2520 9672,V 9021 6273,P 6482 8750,H 7325 3407,M 6477 2041,T 9363 6178;5;7;26;32;46;;5-7-26-32-46;0;140144;244;573,9;11407;31,5;175267;3;4 616 489;eur;
20200061;MERCREDI;20/05/2020;19/08/2020;45;14;39;20;47;8;14-20-39-45-47+8;0;10000000;1;179913;28;1568,3;267;593,1;1494;63,3;13620;25;22518;11,7;199424;5,2;368626;2,2;10;20000;E 2903 6317,B 4650 8290,I 5168 9700,T 4532 9009,P 6674 1092,K 9036 6158,F 1456 5023,V 9016 7988,T 1730 4839,K 2528 8004;24;25;35;39;43;;24-25-35-39-43;0;109954;137;985,6;6959;49,8;107559;3;3 603 034;eur;
20200060;LUNDI   ;18/05/2020;17/08/2020;20;30;35;14;10;9;10-14-20-30-35+9;0;9000000;1;145471,3;39;910,4;325;394;1623;47,1;15436;17,8;21363;10;195809;4,3;281804;2,2;10;20000;G 2792 6621,B 9635 6720,R 7748 6327,H 7177 7734,G 7934 3176,D 8095 2967,E 4512 9657,N 7333 3009,U 9946 3747,R 9137 8643;27;32;36;37;44;;27-32-36-37-44;1;100000;108;1026,2;6110;46,6;92268;3;4 131 037;eur;
20200059;SAMEDI  ;16/05/2020;15/08/2020;26;27;41;46;19;4;19-26-27-41-46+4;0;8000000;2;115349,3;45;1251,2;334;608;2026;59,9;18053;24,1;30910;10,9;281224;4,7;445328;2,2;10;20000;E 8704 4405,I 8260 4727,F 7285 0153,B 2210 2173,E 7597 0879,R 3468 7501,H 6775 4868,H 7233 4380,A 2920 5468,P 2598 6026;9;26;31;37;47;;9-26-31-37-47;0;138694;188;844;9277;43,9;149538;3;0 280 624;eur;
20200058;MERCREDI;13/05/2020;11/09/2020;43;4;17;38;49;8;4-17-38-43-49+8;0;7000000;0;167126;34;6115,2;274;536,9;1562;56,2;12898;24,5;23076;10,6;200510;4,8;343539;2,2;10;20000;I 4540 9277,Q 8078 0181,T 6138 8847,H 6261 8981,K 5507 9748,C 6145 2864,K 1788 2291,V 6483 7951,V 0097 5171,C 3900 2083;11;19;21;24;48;;11-19-21-24-48;3;34860;229;411,6;10683;22,6;142974;3;6 986 742;eur;
20200057;LUNDI   ;11/05/2020;09/09/2020;34;5;33;3;17;10;3-5-17-33-34+10;0;6000000;0;146729,4;20;9127,1;225;574;1032;74,7;12689;21,8;15696;13,7;189891;4,5;202988;2,2;10;20000;E 5407 0572,B 3996 8117,C 3130 5937,P 5379 5962,H 8038 2226,R 9701 9701,V 8965 3439,K 8677 8249,J 8963 1515,N 5976 5704;13;17;20;27;33;;13-17-20-27-33;3;33334;285;253,5;10260;18,1;127872;3;6 380 131;eur;
20200056;SAMEDI  ;09/05/2020;07/09/2020;48;39;29;47;35;7;29-35-39-47-48+7;0;5000000;1;178559,2;31;1405,8;256;614;1739;54;12236;27,6;29899;8,7;199572;5,2;607544;2,2;10;20000;B 6960 0834,L 0072 4967,V 8954 4890,U 6861 8256,U 0442 5860,C 3191 6605,A 3300 6706,V 3820 5991,U 9035 5102,F 2638 8257;2;11;30;35;46;;2-11-30-35-46;0;131078;187;777,5;9560;39,1;146771;3;9 140 638;eur;
20200055;MERCREDI;06/05/2020;04/09/2020;48;36;14;15;10;3;10-14-15-36-48+3;0;4000000;0;152783,2;17;11180,8;196;686,2;1264;63,5;11522;25,1;22243;10,1;189889;4,6;328700;2,2;10;20000;C 1128 1765,P 3610 0846,E 4097 1965,F 5421 0808,R 8163 1892,E 0038 8789,V 8950 8051,H 6063 3940,M 7853 6205,I 5009 6243;1;20;40;45;49;;1-20-40-45-49;0;100000;180;618,5;7889;36,2;107144;3;2 540 005;eur;
20200054;LUNDI   ;04/05/2020;02/09/2020;39;8;9;33;15;10;8-9-15-33-39+10;0;3000000;0;132489,8;16;10301,7;210;555,4;916;76;10523;23,8;14443;13,5;167082;4,6;193353;2,2;10;20000;E 1758 4622,G 2966 5491,V 8934 5207,U 5225 9009,H 4043 0101,O 1760 6020,F 8045 2323,T 7386 5368,E 0447 9573,Q 8436 5951;7;16;24;36;47;;7-16-24-36-47;1;100000;162;523,5;6712;32,4;97099;3;3 681 661;eur;
20200053;SAMEDI  ;02/05/2020;31/08/2020;43;22;12;30;9;4;9-12-22-30-43+4;0;2000000;1;196546,6;72;666,2;655;264,1;2528;40,9;23475;15,8;32548;8,8;298492;3,8;371133;2,2;10;20000;D 4927 1473,E 8484 2613,T 3393 6362,Q 7280 8516,M 5157 5298,D 5473 9656,D 7491 4927,H 7925 8576,U 4252 6577,K 9936 0970;7;11;18;21;42;;7-11-18-21-42;1;120134;362;267,6;14762;16,8;177811;3;4 850 523;eur;
20200052;MERCREDI;29/04/2020;28/08/2020;25;29;47;5;7;1;5-7-25-29-47+1;1;4000000;2;81691,6;43;927,3;441;326,1;1376;62,4;18494;16,7;19479;12,3;241415;3,9;221640;2,2;10;20000;K 0469 9209,A 1924 9870,Q 9518 2241,F 9618 4468,E 8013 5934,P 9136 7188,V 8923 9753,H 9992 3640,F 2946 2297,E 0371 5464;5;7;32;34;42;;5-7-32-34-42;0;100000;132;744,8;7059;35,8;110079;3;4 574 925;eur;
20200051;LUNDI   ;27/04/2020;26/08/2020;41;11;19;29;14;9;11-14-19-29-41+9;0;3000000;1;120631,5;41;718,1;335;317;1501;42,2;13648;16,7;19383;9,1;177228;3,9;224937;2,2;10;20000;G 8783 5973,E 5763 3339,I 0799 3554,P 7587 8426,I 4380 8173,J 3235 3632,G 7234 9591,P 0777 0823,B 3501 9056,Q 5735 9549;1;7;16;20;39;;1-7-16-20-39;0;100000;161;443,9;7638;24;104424;3;1 687 131;eur;
20200050;SAMEDI  ;25/04/2020;24/08/2020;49;6;24;13;10;3;6-10-13-24-49+3;0;2000000;8;23521,1;100;459,2;799;207,3;3277;30,2;27913;12,7;38227;7,2;319631;3,4;396411;2,2;10;20000;S 9992 7385,T 4310 0006,U 0101 4802,C 1654 1772,A 6404 3725,P 9550 9436,B 2682 5370,U 2599 8960,O 9447 0448,U 0941 5038;3;9;26;34;43;;3-9-26-34-43;1;117859;214;589,3;9257;35;137476;3;5 514 011;eur;
20200049;MERCREDI;22/04/2020;21/08/2020;28;30;43;40;41;7;28-30-40-41-43+7;1;8000000;6;21543,2;30;1051,6;234;486,2;1445;47;9999;24,4;23779;8;153983;4,8;446985;2,2;10;20000;N 7117 8273,M 1717 3351,M 4006 0307,A 3201 7509,S 9974 1497,M 6968 1700,C 1442 4735,S 7693 1249,B 4976 2729,O 0864 5345;27;29;32;33;49;;27-29-32-33-49;0;100000;111;989,8;6105;46,2;100491;3;7 933 229;eur;
20200048;LUNDI   ;20/04/2020;19/08/2020;37;5;9;7;41;6;5-7-9-37-41+6;0;7000000;2;65615,9;23;1392,6;217;532,3;1224;56,4;13460;18,4;17541;11;191264;4;230303;2,2;10;20000;L 7498 9272,F 0197 9846,U 9147 1095,K 7429 3663,K 7701 3437,I 6435 6864,O 9592 7856,D 1046 0034,S 0760 3403,D 2860 1101;19;26;29;30;45;;19-26-29-30-45;1;100000;134;621,5;7074;30,2;98788;3;1 586 114;eur;
20200047;SAMEDI  ;18/04/2020;17/08/2020;45;1;33;47;27;8;1-27-33-45-47+8;0;6000000;2;98273,8;33;1453,7;292;592,5;1720;60,1;15406;24,1;26814;10,7;237027;4,8;412701;2,2;10;20000;O 7299 8421,P 1043 4509,F 5077 5478,Q 4445 6564,Q 7510 9060,L 2624 8858,C 1261 8822,T 9409 9195,J 1572 8758,F 1670 4936;11;14;33;36;41;;11-14-33-36-41;0;121492;204;673,6;8772;40,2;132891;3;9 014 822;eur;
20200046;MERCREDI;15/04/2020;14/08/2020;16;1;31;48;3;6;1-3-16-31-48+6;0;5000000;1;151114,4;32;1152,6;299;444,9;1375;57,8;13938;20,5;19510;11,4;193741;4,5;268493;2,2;10;20000;G 8227 6493,F 2975 3495,E 4527 8583,B 8198 5592,U 3889 8518,R 6966 2597,G 0302 7795,M 9176 0892,T 9921 4279,L 8534 7037;3;7;18;48;49;;3-7-18-48-49;4;25000;189;436,6;8895;23,8;123399;3;6 240 313;eur;
20200045;LUNDI   ;13/04/2020;12/08/2020;42;1;19;23;17;9;1-17-19-23-42+9;0;4000000;2;54583,9;30;888,1;268;358,5;1246;46;11844;17,4;16906;9,5;160032;3,9;198437;2,2;10;20000;E 7328 8813,P 0756 6303,E 4543 3975,D 4758 0705,J 4612 5585,H 8675 4372,U 1849 2629,R 7650 6650,V 8075 7587,V 8871 4422;13;14;18;43;44;;13-14-18-43-44;2;50000;106;628,1;5371;31,8;88427;3;5 396 982;eur;
