annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_jokerplus;devise;
2013048;VENDREDI;14/06/2013;14/08/2013;41;25;48;10;47;6;10;-10-25-41-47-48-;-6-10-;0;0;0;3;6;462356,2;0;8;115589;20;88;5254;262;1361;297,2;561;2927;138,2;679;3433;84,1;10004;52279;25,4;13297;66403;19,1;29908;142524;15;56921;288018;13;218110;1036614;9,8;508038;2305866;4,5;0 116 498;eur;
2013047;MARDI   ;11/06/2013;11/08/2013;7;9;25;5;41;5;1;-5-7-9-25-41-;-1-5-;0;0;0;1;5;386665,1;5;19;33917,9;25;93;3464,7;491;1859;151,6;766;3140;89,7;1037;4466;45;13596;57327;16,1;20628;83163;10,6;33731;139060;10,7;61031;268817;9,7;244379;1035361;6,8;441565;1861436;3,8;6 089 983;eur;
2013046;VENDREDI;07/06/2013;07/08/2013;14;26;45;50;7;2;7;-7-14-26-45-50-;-2-7-;0;0;0;1;5;570665,5;5;17;55947,6;27;144;3302,4;471;1928;215,8;859;3573;116,4;1549;6135;48,4;23976;91216;14,9;23630;92839;14;40537;165460;13,2;124707;475285;8,1;363286;1396718;7,4;619291;2474140;4,3;3 621 326;eur;
2013045;MARDI   ;04/06/2013;04/08/2013;34;33;40;31;37;6;1;-31-33-34-37-40-;-1-6-;0;0;0;2;4;273475;0;9;40514,8;5;26;7012,1;104;586;272,2;268;1307;122;268;1381;82,5;4405;22549;23,2;4911;25215;19,8;10077;51983;16,2;27670;135077;10,9;75188;400061;10;164003;842103;4,8;8 702 642;eur;
2013044;VENDREDI;31/05/2013;31/07/2013;29;43;28;34;27;10;5;-27-28-29-34-43-;-5-10-;0;0;0;0;1;1779901,6;0;10;59330;11;60;4944,1;160;971;267,3;369;1965;132;459;2440;75,9;6363;36334;23,4;9441;49457;16,4;20472;101683;13,4;36220;202184;11,9;145819;757486;8,6;315013;1550798;4,3;6 150 409;eur;
2013043;MARDI   ;28/05/2013;28/07/2013;34;38;13;8;26;3;11;-8-13-26-34-38-;-3-11-;0;1;95372874;1;5;298372,8;1;8;62161;7;46;5405,3;232;1134;191,8;483;2469;88,1;476;2099;74;6138;28427;25,1;10215;48456;14,1;22013;102839;11,1;32227;151217;13,3;141959;667200;8,1;314078;1435300;3,8;3 704 622;eur;
2013042;VENDREDI;24/05/2013;24/07/2013;22;17;40;7;27;2;3;-7-17-22-27-40-;-2-3-;0;0;0;3;18;114335;4;19;36105,8;27;106;3235,8;615;2726;110;834;4019;74,6;813;3990;53,7;11023;51476;19,1;21576;98209;9,6;34629;164743;9,6;55943;258854;10,7;267832;1177783;6,4;432300;1996388;3,8;8 352 620;eur;
2013041;MARDI   ;21/05/2013;21/07/2013;29;19;8;28;7;9;5;-7-8-19-28-29-;-5-9-;0;0;0;0;7;182069,9;0;5;84965,9;15;97;2189,8;298;1311;141,7;557;2325;79,9;840;3703;35,8;10770;49444;12,3;12833;55694;10,4;22717;97875;10;48543;230549;7,4;164282;740640;6,3;286491;1291528;3,7;1 455 156;eur;
2013040;VENDREDI;17/05/2013;17/07/2013;25;24;50;6;20;9;10;-6-20-24-25-50-;-9-10-;0;0;0;3;9;203260,5;2;10;60978,1;10;45;6775,3;201;1045;255,2;499;2357;113,1;435;2208;86,3;6545;32595;26,8;10793;49915;16,7;24578;111986;12,5;35360;171433;14,4;171258;759671;8,8;386608;1709614;4;4 627 645;eur;
2013039;MARDI   ;14/05/2013;14/07/2013;24;7;8;36;27;11;5;-7-8-24-27-36-;-5-11-;0;0;0;1;3;394615,1;1;3;131538,3;7;39;5059,1;169;855;201,9;366;1759;98,1;336;1783;69,1;4880;26107;21,7;7943;39439;13,7;19054;84980;10,7;24785;134098;11,9;116654;567601;7,6;270606;1207086;3,6;2 439 470;eur;
2013038;VENDREDI;10/05/2013;10/07/2013;48;35;45;1;32;4;11;-1-32-35-45-48-;-4-11-;0;0;0;0;0;0;2;6;360153,8;7;37;7300,4;126;783;301,8;348;1712;138;294;1689;99,9;4421;25720;30,1;6872;36864;20,1;15372;80099;15,5;25329;143738;15,2;105580;561911;10,5;250715;1283285;4,7;4 321 982;eur;
2013037;MARDI   ;07/05/2013;07/07/2013;43;27;13;28;42;4;6;-13-27-28-42-43-;-4-6-;0;0;0;2;3;349861;3;11;31805,5;5;30;5831;142;700;218,6;307;1497;102,2;435;2150;50,8;6593;31116;16,1;7271;33956;14,1;15209;70919;11,4;34741;159674;8,9;103816;484737;7,9;221822;1011711;3,8;3 902 970;eur;
2013036;VENDREDI;03/05/2013;03/07/2013;5;49;34;3;40;2;3;-3-5-34-40-49-;-2-3-;0;0;0;0;3;516026,5;3;8;64503,3;4;33;7818,5;177;884;255,3;289;1532;147,3;376;1969;81,8;6893;32779;22,6;9411;44699;15,8;15285;76664;15,5;38480;182027;11,5;165186;741927;7,6;262719;1243191;4,6;3 119 921;eur;
2013035;MARDI   ;30/04/2013;30/06/2013;13;50;40;43;36;9;5;-13-36-40-43-50-;-5-9-;0;0;0;0;1;1007618,8;0;8;41984,1;8;36;4664,9;138;637;230,6;203;1070;137,3;341;1729;60,7;5573;28972;16,6;5354;27889;16,5;9604;50093;15,5;33139;165664;8,2;84066;437162;8,4;149696;773962;4,8;3 649 213;eur;
2013034;VENDREDI;26/04/2013;26/06/2013;40;38;16;24;11;2;5;-11-16-24-38-40-;-2-5-;0;1;32469030;1;5;321778,8;0;8;67037,2;29;112;2394,1;271;1386;169,2;432;2203;106,5;791;3810;43,9;11475;53301;14,4;11963;56420;13;20477;94966;13;61205;281436;7,7;177266;808508;7,2;300884;1368790;4,4;4 280 851;eur;
2013033;MARDI   ;23/04/2013;23/06/2013;50;4;1;7;10;4;11;-1-4-7-10-50-;-4-11-;0;0;0;3;7;144494,2;2;10;33715,3;7;39;4322,4;379;1329;110,9;744;2654;55,5;321;1488;70,8;4150;19788;24,4;10140;41964;11;22248;92383;8,4;18693;96885;14,1;110025;492257;7,5;253425;1128633;3,3;9 464 752;eur;
2013032;VENDREDI;19/04/2013;19/06/2013;1;46;8;42;48;4;7;-1-8-42-46-48-;-4-7-;0;0;0;0;8;192916,4;1;10;51444,3;12;52;4946,5;125;710;316,9;308;1399;160,8;511;2127;75,5;9653;37501;19,7;8045;36551;19,3;15528;71559;16,6;59520;231646;9;141936;615173;9,1;267071;1184459;4,8;8 767 114;eur;
2013031;MARDI   ;16/04/2013;16/06/2013;33;50;22;1;11;4;6;-1-11-22-33-50-;-4-6-;0;1;15000000;1;8;124935,1;15;50;6663,2;14;91;1830,5;268;1410;103,3;731;3622;40,2;479;2337;44,5;6181;29548;16,2;7465;37291;12,2;16785;82386;9,3;32694;152459;8,8;96996;474392;7,7;209003;1003938;3,7;0 984 274;eur;
2013030;VENDREDI;12/04/2013;12/06/2013;28;45;15;5;10;3;9;-5-10-15-28-45-;-3-9-;1;1;26258943;4;14;120631,5;6;15;37529,8;40;129;2181,9;504;1992;123,6;837;3798;64,8;1261;4879;36;15425;57577;14;18046;76189;10,1;31652;136986;9,5;73787;284592;8;218103;900870;6,8;380811;1621704;3,9;9 779 707;eur;
2013029;MARDI   ;09/04/2013;09/06/2013;15;44;48;38;35;10;5;-15-35-38-44-48-;-5-10-;0;0;0;0;3;346885,5;0;4;86721,3;3;43;4033,5;114;630;240,8;248;1204;126;287;1503;72,1;3959;21704;22,9;5404;28154;16,9;11087;55593;14,4;20740;112543;12,5;82497;427305;8,9;169353;845963;4,6;3 685 253;eur;
2013028;VENDREDI;05/04/2013;05/06/2013;32;1;17;39;11;7;2;-1-11-17-32-39-;-2-7-;0;2;13269447;0;4;432708,4;1;11;52449,5;12;71;4062,9;237;1117;225,9;414;2013;125,3;906;3802;47,4;13912;57481;14,4;13439;56715;13,9;22610;101227;13,1;74476;307356;7,6;205316;859528;7,3;349973;1520698;4,2;9 714 710;eur;
2013027;MARDI   ;02/04/2013;02/06/2013;17;12;41;29;25;1;4;-12-17-25-29-41-;-1-4-;0;0;0;0;2;520893,4;5;10;34726,2;2;41;4234,9;158;798;190,3;317;1680;90,4;383;1801;60,2;5160;24443;20,4;7620;34665;13,7;14909;74281;10,8;25752;123630;11,4;105030;487330;7,8;212631;1024801;3,8;9 234 353;eur;
2013026;VENDREDI;29/03/2013;29/05/2013;44;30;46;43;13;9;5;-13-30-43-44-46-;-5-9-;1;1;132486744;0;5;571697,2;2;9;105869,8;17;100;4764,1;374;1685;247,3;718;3194;130,5;1209;4954;60,1;18811;78565;17,4;19418;81484;16;37549;154753;14,2;110696;457674;8,4;305145;1269927;8,2;571187;2345136;4,5;2 452 488;eur;
2013025;MARDI   ;26/03/2013;26/05/2013;44;30;26;42;4;6;11;-4-26-30-42-44-;-6-11-;0;0;0;1;2;1007262,4;1;11;61046,2;8;64;5246,1;305;1343;218,7;690;2799;104,9;541;2789;75,2;7769;38968;24,7;11954;56539;16,3;27676;125096;12,4;40812;207872;13,1;175201;826239;8,9;422322;1855043;4;4 106 067;eur;
2013024;VENDREDI;22/03/2013;22/05/2013;27;32;12;34;49;9;8;-12-27-32-34-49-;-8-9-;0;0;0;0;6;500583,5;4;16;62572,9;23;87;5753,8;526;2071;211,4;884;3559;123;1077;4370;71,5;16575;66353;21,6;25581;97002;14,1;44685;178987;12,9;88549;352357;11,5;376733;1423559;7,7;657443;2627086;4,2;7 670 781;eur;
2013023;MARDI   ;19/03/2013;19/05/2013;44;32;19;37;35;9;1;-19-32-35-37-44-;-1-9-;0;0;0;1;2;522853,6;3;7;49795,5;11;49;3556,8;143;601;253,7;268;1245;122,4;434;1882;57,8;6907;29737;16,8;6037;28566;16,7;11970;59273;13,5;34930;154000;9,1;87519;425900;9;173049;878438;4,4;7 081 059;eur;
2013022;VENDREDI;15/03/2013;15/05/2013;24;14;39;4;21;10;3;-4-14-21-24-39-;-3-10-;0;0;0;3;4;388993,1;2;13;39896,7;11;63;4116,3;286;1358;167;659;3262;69,5;505;2459;65,9;7389;33978;21,9;11095;53228;13,3;25225;124185;9,6;37769;172726;12,1;149185;708839;8;336079;1577465;3,6;5 387 826;eur;
2013021;MARDI   ;12/03/2013;12/05/2013;50;4;10;2;22;5;8;-2-4-10-22-50-;-5-8-;0;1;15000000;3;5;196291,6;2;9;36350,2;14;66;2478,4;200;1034;138,4;400;2096;68,2;651;2982;34,2;7733;37646;12,4;8903;42456;10,5;17149;79308;9,5;37089;182830;7,2;110402;539379;6,6;206390;972014;3,7;5 903 945;eur;
2013020;VENDREDI;08/03/2013;08/05/2013;20;42;23;28;3;8;11;-3-20-23-28-42-;-8-11-;0;1;51689985;0;3;580343,2;1;5;116068,6;13;49;5921,8;211;1108;229,1;554;2536;100,1;529;2379;76,2;7078;34249;24,3;11999;53157;15;27974;122432;10,9;35991;176172;13,3;175849;773657;8,2;415571;1789559;3,6;7 004 633;eur;
2013019;MARDI   ;05/03/2013;05/05/2013;33;31;19;8;39;7;2;-8-19-31-33-39-;-2-7-;0;0;0;0;7;157601,5;1;4;91934,2;12;54;3404,9;162;786;204,6;316;1504;106,9;443;2318;49,5;7037;34120;15,4;7480;36273;13,9;13784;68046;12,4;38545;183319;8,1;111475;534039;7,5;198284;977303;4,2;2 500 570;eur;
2013018;VENDREDI;01/03/2013;01/05/2013;1;11;36;29;42;4;5;-1-11-29-36-42-;-4-5-;0;0;0;1;3;543386,6;1;8;67923,3;9;48;5660,2;247;1101;215,9;415;1966;120,9;505;2554;66,4;7938;38407;20,3;10871;50878;14,6;19812;91201;13,7;44140;211020;10,4;171224;786749;7,5;304730;1385378;4,4;2 964 703;eur;
2013017;MARDI   ;26/02/2013;28/04/2013;12;13;17;3;30;6;2;-3-12-13-17-30-;-2-6-;0;0;0;1;1;1029096,8;6;11;31184,7;18;81;2117,4;238;1042;144;539;2117;70,8;628;2871;37,3;7877;37965;12,9;9586;43104;10,9;19999;86871;9,1;36095;176822;7,8;120742;559922;6,7;246011;1122172;3,4;5 951 109;eur;
2013016;VENDREDI;22/02/2013;24/04/2013;15;37;36;16;28;2;11;-15-16-28-36-37-;-2-11-;0;0;0;0;3;512860,7;3;9;56984,5;9;33;7770,6;199;854;262,7;468;1946;115,3;375;1842;87;5570;27584;26,7;8818;40424;17,4;19933;91572;12,9;29359;146684;14,2;133525;623884;9;305007;1405200;4,1;7 447 081;eur;
2013015;MARDI   ;19/02/2013;21/04/2013;28;30;44;12;15;9;8;-12-15-28-30-44-;-8-9-;0;1;60298933;0;9;137805,7;3;14;29529,7;10;51;4053,1;300;1238;146;432;2126;85;415;2029;63,6;6404;29031;20,4;11533;50212;11,3;18740;86780;11;31642;147848;11,3;151870;655273;6,9;250744;1167758;3,9;2 199 420;eur;
2013014;VENDREDI;15/02/2013;17/04/2013;2;4;42;28;22;4;9;-2-4-22-28-42-;-4-9-;0;0;0;1;5;353661,1;1;13;45341,1;18;94;3135,2;328;1465;176;642;2658;97;1047;4102;44,9;14577;58688;14,4;16251;65881;12,3;28311;124185;10,9;71268;287792;8,3;217495;876245;7,3;389753;1684171;3,9;2 974 897;eur;
2013013;MARDI   ;12/02/2013;14/04/2013;28;25;5;11;16;7;9;-5-11-16-25-28-;-7-9-;0;0;0;9;15;73256,4;1;14;26163;30;89;2057,7;392;1404;114,1;615;2464;65;776;2972;38,5;8887;37064;14,2;12580;50628;9,9;22280;90443;9,3;39891;174623;8,5;146483;628571;6,4;250651;1117184;3,6;1 714 715;eur;
2013012;VENDREDI;08/02/2013;10/04/2013;14;44;11;34;9;11;10;-9-11-14-34-44-;-10-11-;0;0;0;2;3;548441,1;2;11;49858,2;6;31;8845,8;199;958;250,4;676;2850;84,1;409;2155;79,5;6044;30795;25,6;8810;41289;18,2;31613;132760;9,5;31166;161344;13,8;123409;578742;10,4;435921;1822677;3,3;7 046 672;eur;
2013011;MARDI   ;05/02/2013;07/04/2013;25;6;45;40;31;6;7;-6-25-31-40-45-;-6-7-;0;0;0;0;3;347370,7;1;2;173685,3;5;31;5602,7;116;634;239,7;220;1098;138,4;322;1627;66,7;4680;23932;20,8;5872;29771;16;10119;52421;15,3;25988;130774;10,7;93454;461970;8,2;163958;819983;4,7;4 782 720;eur;
2013010;VENDREDI;01/02/2013;03/04/2013;37;5;34;38;21;1;6;-5-21-34-37-38-;-1-6-;0;0;0;1;4;392178,9;2;5;104581;5;54;4841,7;167;922;248,1;375;1995;114,6;504;2484;65,7;7726;35980;20,8;8525;43494;16,5;18820;96708;12,5;45685;202011;10,5;131656;635852;9;294805;1395747;4,2;5 832 088;eur;
2013009;MARDI   ;29/01/2013;31/03/2013;9;16;36;26;39;6;2;-9-16-26-36-39-;-2-6-;0;2;7500000;3;10;100024,6;0;6;55569,2;14;77;2165;149;867;168,2;244;1519;96;462;2404;43,3;6324;30235;15,8;6295;33262;13,7;11365;60870;12,6;33009;159812;8,4;88580;443657;8,2;171464;859634;4,3;7 690 398;eur;
2013008;VENDREDI;25/01/2013;27/03/2013;3;10;37;18;31;2;4;-3-10-18-31-37-;-2-4-;1;1;44297359;0;1;1698397;0;6;94355,3;12;63;4493,1;270;1223;202,5;545;2393;103,5;711;3217;54,9;10471;46317;17,5;12955;56616;13,7;24454;108564;12;55340;241702;9,5;182915;813465;7,6;343632;1559166;4;6 427 729;eur;
2013007;MARDI   ;22/01/2013;24/03/2013;45;10;48;1;44;4;1;-1-10-44-45-48-;-1-4-;0;0;0;0;2;538245,6;0;5;71766;9;33;5436,8;123;633;248;225;1122;139,9;299;1427;78,5;5002;23034;22,3;6011;28096;17,5;11393;55414;14,9;26227;124189;11,7;96902;445156;8,8;187937;897869;4,4;5 037 781;eur;
2013006;VENDREDI;18/01/2013;20/03/2013;39;26;27;30;4;10;3;-4-26-27-30-39-;-3-10-;0;0;0;2;4;404928,8;1;5;107981;5;42;6427,4;200;972;243;472;2147;110;465;2260;74,6;6908;32053;24,2;9898;46501;15,9;22199;102326;12,2;36394;167736;13;149219;691678;8,5;333536;1530681;3,9;7 765 748;eur;
2013005;MARDI   ;15/01/2013;17/03/2013;47;42;22;40;38;11;1;-22-38-40-42-47-;-1-11-;0;0;0;1;1;1041435,2;1;8;43393,1;7;32;5424,1;95;551;275,6;234;1221;124,3;221;1243;87,2;3720;18775;26,5;4405;24162;19,7;11810;60761;13,2;21335;105886;13,3;67949;355128;10,7;178366;903494;4,3;6 608 507;eur;
2013004;VENDREDI;11/01/2013;13/03/2013;37;22;29;4;41;7;4;-4-22-29-37-41-;-4-7-;1;1;34191508;2;5;351169,5;2;8;73160,3;17;79;3704,3;277;1251;204,6;487;2276;112,5;999;3957;46,2;14471;57143;14,7;12346;56477;14,2;21577;103499;13;76261;301636;7,8;181541;818473;7,8;314835;1472297;4,4;4 340 612;eur;
2013003;MARDI   ;08/01/2013;10/03/2013;22;26;47;2;20;9;5;-2-20-22-26-47-;-5-9-;0;0;0;0;3;374292,7;2;10;37429,2;8;41;4564,5;127;705;232,2;245;1261;129,8;458;2198;53,2;7107;34125;15,7;7228;35136;14,6;13168;63819;13,5;39529;189500;8;111964;532881;7,7;197723;941485;4,4;8 631 156;eur;
2013002;VENDREDI;04/01/2013;06/03/2013;4;10;27;22;41;10;8;-4-10-22-27-41-;-8-10-;0;0;0;0;4;410158,6;4;15;36458,5;10;52;5258,4;270;1292;185,1;684;2939;81,4;448;2114;80,8;6496;30966;25,3;11413;53005;14,1;27165;125358;10;32671;158630;14;159787;724839;8,2;386505;1712337;3,5;0 851 126;eur;
2013001;MARDI   ;01/01/2013;03/03/2013;36;49;2;7;8;11;1;-2-7-8-36-49-;-1-11-;2;3;12677536;1;2;849669,7;0;9;62938,5;8;50;5664,4;122;996;248,8;351;2257;109,8;352;2590;68,3;5020;38095;21,3;6128;46444;16,7;15958;107533;12,1;26177;199783;11,5;92563;691259;9;241819;1613896;3,9;7 925 865;eur;
2012104;VENDREDI;28/12/2012;27/02/2013;26;49;27;24;17;3;5;-17-24-26-27-49-;-3-5-;0;0;0;2;5;351110,3;1;11;53198,5;12;60;4876,5;227;1100;232,7;438;1964;130,3;889;4175;43,8;13381;65596;12,8;12860;57710;13,9;22359;100353;13,4;69555;344435;6,9;195314;896679;7,1;332160;1523353;4,3;1 370 200;eur;
2012103;MARDI   ;25/12/2012;24/02/2013;14;20;32;23;18;3;10;-14-18-20-23-32-;-3-10-;0;0;0;1;5;345171,6;1;9;63920,6;3;43;6689,3;143;1223;205,7;319;2610;96,4;291;2646;67,9;4027;37690;21,9;6285;55402;14,2;13954;120289;11;20220;197413;11,8;85096;771723;8,2;189020;1656578;3,9;7 269 092;eur;
2012102;VENDREDI;21/12/2012;20/02/2013;40;5;3;42;22;3;10;-3-5-22-40-42-;-3-10-;1;1;101835641;3;11;215116,3;4;20;39437,9;14;61;6465,2;328;1557;221,6;640;3085;111,8;738;3373;73;11176;48628;23,3;15356;71310;15,2;31445;148376;12,2;58704;254119;12,6;237401;1054576;8,2;495605;2231875;3,9;3 324 211;eur;
2012101;MARDI   ;18/12/2012;17/02/2013;35;14;44;18;20;5;2;-14-18-20-35-44-;-2-5-;0;0;0;1;4;360313,6;0;5;96083,6;6;52;4619,4;197;1034;203,2;298;1776;118,3;527;2883;52;8497;44407;15,5;9129;46777;14,1;15806;82415;13,4;46946;241746;8;138591;701649;7,5;239826;1219581;4,4;2 509 981;eur;
2012100;VENDREDI;14/12/2012;13/02/2013;40;29;11;43;10;11;3;-10-11-29-40-43-;-3-11-;0;0;0;2;4;495632,2;3;16;41302,6;16;58;5696,9;234;1188;243,3;571;2537;113,9;544;2466;83,7;7745;36455;26;12438;58460;15,5;27387;123735;12,3;41531;193321;13,8;187637;871206;8,3;415620;1865468;3,9;0 605 918;eur;
2012099;MARDI   ;11/12/2012;10/02/2013;50;4;9;1;43;6;8;-1-4-9-43-50-;-6-8-;0;0;0;1;3;432596,9;0;3;144198,9;9;43;5030,1;146;903;209,5;410;1930;98;438;2148;62,9;6471;31910;19,4;8494;41806;14,2;18749;88479;11,3;33883;173202;10,1;125409;594997;7,9;256169;1195199;4;2 576 011;eur;
2012098;VENDREDI;07/12/2012;06/02/2013;10;18;31;42;16;2;5;-10-16-18-31-42-;-2-5-;0;0;0;1;4;458225,9;3;11;55542,5;21;78;3916,4;309;1358;196,8;503;2443;109,4;903;4034;47,3;12910;59254;14,8;14043;62207;13,5;24407;107520;13,1;68507;316475;7,8;204752;908786;7,3;351539;1561249;4,4;6 240 732;eur;
2012097;MARDI   ;04/12/2012;03/02/2013;29;5;28;44;10;2;4;-5-10-28-29-44-;-2-4-;0;0;0;1;2;602939,7;2;6;66993,3;12;47;4276,1;227;969;181,4;412;1850;95;552;2395;52,4;7758;34389;16,8;9949;43993;12,5;18208;82263;11,2;38097;174096;9,3;138047;615881;7,1;252326;1169425;3,8;0 524 279;eur;
2012096;VENDREDI;30/11/2012;30/01/2013;18;23;40;24;10;3;4;-10-18-23-24-40-;-3-4-;0;0;0;0;8;222092,8;0;7;84606,7;14;64;4626,9;309;1353;191,5;486;2353;110,1;687;3151;58,7;9630;44949;18,9;14240;62246;13;24048;112813;12,1;49021;228795;10,5;210087;913638;7,1;359756;1652684;4;7 454 147;eur;
2012095;MARDI   ;27/11/2012;27/01/2013;49;44;6;10;23;7;1;-6-10-23-44-49-;-1-7-;0;0;0;2;5;224393,1;1;9;41554,2;14;53;3528,1;248;933;175,3;416;1945;84,1;448;1913;61;6312;27722;19,3;8303;36965;13,9;15952;74001;11,6;33308;148964;10,1;114877;528660;7,7;218970;1029722;4;7 667 504;eur;
2012094;VENDREDI;23/11/2012;23/01/2013;11;20;40;9;1;5;1;-1-9-11-20-40-;-1-5-;0;0;0;5;11;152903,3;3;15;37376,3;29;119;2355,6;581;2063;118,8;858;3214;76,3;1113;4257;41,1;13386;54381;14,8;18905;72807;10,5;31340;121024;10,7;55938;244256;9,3;217403;909148;6,7;375615;1583580;3,9;7 762 240;eur;
2012093;MARDI   ;20/11/2012;20/01/2013;42;28;45;30;49;10;5;-28-30-42-45-49-;-5-10-;0;1;22756968;0;1;1163545;0;7;55406,9;34;150;1292,8;138;725;234;235;1286;131,9;313;1519;79,7;4140;22841;24,4;5885;29801;17,8;12525;61341;14,6;22940;125380;12,5;90441;460648;9,2;191248;932406;4,6;5 593 381;eur;
2012092;VENDREDI;16/11/2012;16/01/2013;15;19;41;23;10;2;9;-10-15-19-23-41-;-2-9-;0;0;0;1;8;224753,3;1;13;46103,2;21;87;3444,4;330;1470;178,3;605;2900;90,4;941;3776;49,6;14237;54434;15,8;15334;69142;11,9;27291;125085;11;70661;270947;8,9;208555;937229;7;368901;1720964;3,9;3 539 288;eur;
2012091;MARDI   ;13/11/2012;13/01/2013;29;11;21;24;16;6;2;-11-16-21-24-29-;-2-6-;1;1;169837010;8;21;121209,1;8;25;33938,5;52;174;2438,1;559;2493;148,8;1199;4453;83,3;1496;6297;42,1;19525;81487;14,9;23392;95247;12,2;46319;184127;10,6;94650;390045;8,8;320994;1285479;7,2;633802;2507465;3,8;1 948 674;eur;
2012090;VENDREDI;09/11/2012;09/01/2013;47;28;14;21;22;5;4;-14-21-22-28-47-;-4-5-;0;0;0;2;9;336582,1;6;14;72124,7;36;138;3658,5;472;2257;195,7;980;4164;106;1227;5794;54,4;16645;78766;18,4;26589;118488;11,7;48132;206667;11,2;87312;401261;10,2;360742;1586935;6,9;648524;2781885;4;9 912 232;eur;
2012089;MARDI   ;06/11/2012;06/01/2013;35;25;20;41;7;1;9;-7-20-25-35-41-;-1-9-;0;0;0;0;2;1016014,1;2;14;48381,6;17;71;4770;250;1241;238,7;516;2504;118,3;737;3364;62,9;12493;51791;18,8;12283;57367;16,2;24657;118602;13,2;70035;282172;9,7;197347;882549;8,4;397281;1816369;4,1;1 367 045;eur;
2012088;VENDREDI;02/11/2012;02/01/2013;6;10;3;44;11;3;4;-3-6-10-11-44-;-3-4-;0;0;0;4;11;226567;4;15;55383;24;103;4032,7;631;2310;157,3;1000;3982;91,2;1084;4953;52,4;13397;66457;17,9;24964;101063;11,3;40320;175674;10,9;62334;326370;10,3;297245;1353257;6,7;503194;2417410;3,8;4 684 327;eur;
2012087;MARDI   ;30/10/2012;30/12/2012;23;44;25;24;31;2;3;-23-24-25-31-44-;-2-3-;0;0;0;1;6;277226,2;0;9;61605,8;9;61;4544,6;188;1022;237,3;389;2065;117,4;526;2698;64,2;7461;37975;20,9;11362;54010;14,1;19326;98630;12,9;39164;201595;11,1;163674;808319;7,5;283181;1459885;4,2;7 173 119;eur;
2012086;VENDREDI;26/10/2012;26/12/2012;9;5;6;38;27;5;11;-5-6-9-27-38-;-5-11-;0;0;0;2;4;545517,1;2;11;66123,2;16;68;5348,2;384;1774;179,3;853;3603;88,3;678;3710;61,2;9848;51098;20,4;18917;82297;12,1;40503;166225;10,1;50858;263075;11,2;237146;1088765;7,3;524286;2227608;3,6;5 877 774;eur;
2012085;MARDI   ;23/10/2012;23/12/2012;1;35;38;50;28;2;10;-1-28-35-38-50-;-2-10-;0;0;0;0;4;337503,8;0;5;90001;13;47;4787,2;170;873;225,5;353;1957;100,6;422;1864;75,4;5672;26489;24,4;7220;37567;16,4;16669;84221;12,3;29761;139719;13;100040;539694;9,1;231769;1222362;4,1;8 969 251;eur;
2012084;VENDREDI;19/10/2012;19/12/2012;16;40;44;37;29;8;10;-16-29-37-40-44-;-8-10-;0;0;0;1;3;655940,1;3;10;65594;8;40;8199,2;297;1293;221,9;608;2765;103,7;507;2447;83,7;6742;34811;27;11212;53070;16,9;24556;116458;13;37029;187038;14,2;157905;759500;9,5;351734;1676177;4,4;6 056 437;eur;
2012083;MARDI   ;16/10/2012;16/12/2012;41;10;40;49;32;2;8;-10-32-40-41-49-;-2-8-;0;0;0;0;3;405752,6;5;12;33812,7;18;57;3559,2;107;624;284,4;230;1267;140,1;397;1996;63,5;6051;31724;18,3;5305;30309;18,4;11304;61853;15,1;38262;189755;8,6;85980;472929;9,4;176275;961153;4,7;5 231 458;eur;
2012082;VENDREDI;12/10/2012;12/12/2012;35;7;17;43;6;2;8;-6-7-17-35-43-;-2-8-;0;0;0;0;6;304832,2;2;5;121932,8;15;86;3544,5;228;1069;249,5;521;2446;109;838;3697;51,5;14076;58894;14,8;12384;55134;15,2;24241;112238;12,5;76153;319520;7,7;192652;846416;7,9;376344;1698401;4;5 525 261;eur;
